date,cost_usd_high,cost_usd_avg,cost_usd_median,cost_usd_low,tx_count
2022-05-06,0.0038061,0.00046281979000169796,0.00041265042614077607,0.00040170000000000006,31346470
2022-05-07,0.0036976500000000002,0.00045414221047029645,0.0004072555308828879,0.00038909999999999997,35109282
2022-05-08,0.0038090000000000003,0.00045649826160695236,0.0003897304685081226,0.00037225,34282970
2022-05-09,0.0034695,0.0004146881736144685,0.0003712848681328378,0.00031815000000000006,29665070
2022-05-10,0.003461,0.0003845156608753586,0.00034776620230385206,0.00030485,27069215
2022-05-11,0.0030640500000000005,0.0003350271215001186,0.00032191084783372414,0.00021735000000000002,24361488
2022-05-12,0.00241965,0.00026684111009480564,0.00022422931290673242,0.00019145000000000002,20686913
2022-05-13,0.002565,0.00031199201969941536,0.000257629848458932,0.00022040000000000002,20799561
2022-05-14,0.00238635,0.00028098463450004085,0.00025362449760486436,0.00023190000000000003,30850118
2022-05-15,0.0026613,0.0002923289041453647,0.00026430641206496707,0.00024960000000000005,29857790
2022-05-16,0.002768,0.00031444351970393497,0.0002734985197910734,0.0002615,28528149
2022-05-17,0.0028235,0.0003271625632152678,0.00028089771050053314,0.00026845,20778820
2022-05-18,0.0025987500000000004,0.0002999696871190236,0.0002728677863047593,0.00024905,28110080
2022-05-19,0.002659,0.000288090738045111,0.00025666477627337835,0.00024285000000000002,28640914
2022-05-20,0.0028649500000000002,0.0002756901158753738,0.0002569457953003893,0.00023985,27251862
2022-05-21,0.0022977,0.00026825799799729645,0.00024968239846805037,0.00024370000000000004,36263010
2022-05-22,0.002604,0.0002851632777085248,0.00025728805532857456,0.00024890000000000003,35824096
2022-05-23,0.0024552000000000003,0.0002821422646098537,0.00026418642948162634,0.00024390000000000002,34796856
2022-05-24,0.0024605,0.0002743352093774879,0.0002478171385366734,0.00023800000000000004,32754396
2022-05-25,0.0022671,0.00032049697400692777,0.00024369147562918787,0.00023855000000000003,26998080
2022-05-26,0.0026934000000000003,0.00025661004503303936,0.00022817247208477018,0.00021145000000000002,30771973
2022-05-27,0.0025776,0.00023230429427197557,0.00020931394910744995,0.00020075,30399401
2022-05-28,0.0025128000000000004,0.00023455117026707642,0.00021054970123495487,0.00020245000000000001,31602244
2022-05-29,0.0027198,0.00024291846124577997,0.00022187822167240613,0.00021045000000000005,29760652
2022-05-30,0.0028355999999999998,0.00025347417156081043,0.0002307074496889722,0.00022225000000000004,32853570
2022-05-31,0.0028332,0.00025610809168183975,0.0002319122049460083,0.0002245,38609217
2022-06-01,0.0026934000000000003,0.00023374503279913571,0.0002239303473406251,0.00020020000000000001,35117483
2022-06-02,0.0024672,0.0002166797063736061,0.0002017975902165088,0.00019160000000000002,41463704
2022-06-03,0.0022979999999999997,0.0002124436426675683,0.00019421542086046247,0.00018915000000000002,43127254
2022-06-04,0.002235,0.0002026490994747489,0.00018748772026376095,0.0001798,42578850
2022-06-05,0.0023022,0.00021552507417130258,0.00019665513452286654,0.00019015000000000001,36775146
2022-06-06,0.0026268000000000003,0.00023158812410863303,0.00021336623728622207,0.00020300000000000003,34290644
2022-06-07,0.0023766,0.00020984696943900864,0.00019636568124315203,0.00018885000000000004,41808599
2022-06-08,0.039245249999999995,0.00021335273447323685,0.00019644058436020333,0.00019260000000000002,41368905
2022-06-09,0.0018774,0.0002283506093001524,0.00020062169918802194,0.00019265000000000002,39012237
2022-06-10,0.0023706,0.00021701531605463497,0.00019705894362573894,0.00018530000000000003,44218557
2022-06-11,0.00397425,0.0001946321999288543,0.00018159523119321718,0.00016730000000000003,43333380
2022-06-12,0.00357315,0.00017494725067845413,0.00016340977177337014,0.000154,42298792
2022-06-13,0.0032466000000000005,0.00015547540041961587,0.00014080539295173377,0.0001312,33877899
2022-06-14,0.00334005,0.0001597920254380303,0.0001472179620290438,0.0001307,35481522
2022-06-15,0.00357525,0.00015905139689495568,0.00014625753431690372,0.00013435,40165722
2022-06-16,0.0036361500000000003,0.0001717417378057588,0.00016012861965866005,0.0001486,47003390
2022-06-17,0.0018780000000000001,0.00016655208706564895,0.0001566381755450008,0.00014705000000000002,49548578
2022-06-18,0.00313845,0.000160249836332015,0.00015010509743120225,0.0001374,47821914
2022-06-19,0.00517132,0.00017116202654232263,0.00016021862671439338,0.00014450000000000002,51464810
2022-06-20,0.00383985,0.00018566903538501289,0.00017282052213921456,0.00015920000000000002,47261817
2022-06-21,0.003044,0.000201012688576304,0.00018649853717368425,0.00017175000000000003,50832829
2022-06-22,0.0028832000000000003,0.00018883006846738128,0.0001749878046201925,0.00016870000000000003,51778966
2022-06-23,0.0029672000000000006,0.00019713896166886815,0.00018353576023151554,0.00017055,49087729
2022-06-24,0.0033338,0.00021553340308654392,0.00019973360815104112,0.00018935,48386163
2022-06-25,0.0055159,0.00022468286760964808,0.00020767015115138115,0.00019940000000000002,45788015
2022-06-26,0.0208264062,0.000220525981190346,0.00020545028302842324,0.00019685000000000001,44808512
2022-06-27,0.0051700999999999995,0.00021306292144126582,0.0001983605682933975,0.00019050000000000002,48869373
2022-06-28,0.005099899999999999,0.00020295544623895125,0.00018991953620270567,0.00017640000000000003,48330429
2022-06-29,0.0046007,0.00018890276201358368,0.00017482485690611274,0.0001665,49929896
2022-06-30,0.0043355,0.0001739509295283215,0.00016065910972251388,0.0001554,51109778
2022-07-01,0.0167256,0.00017983024265438383,0.00016508695765792374,0.00015995,48990743
2022-07-02,0.0042471,0.00017899504256946094,0.00016456075353560513,0.00016015000000000002,43362661
2022-07-03,0.00204624,0.0001845881393565918,0.000164703941407463,0.00016135000000000002,40116201
2022-07-04,0.004574699999999999,0.0001844274765736624,0.00017051885089394163,0.00016260000000000002,46203741
2022-07-05,0.0055478079,0.00019043767151211624,0.00017767943037531834,0.00016655000000000004,47683202
2022-07-06,0.0095253705,0.00019380727714144632,0.00018040199447444974,0.00017475000000000002,47923346
2022-07-07,37.600188,0.0002018596691399799,0.0001874769418828881,0.0001824,50387017
2022-07-08,0.0097906017,0.0002035795420984794,0.00019197868002178472,0.00018295000000000003,52788097
2022-07-09,0.009895164,0.00020942760451525956,0.0001920435651144734,0.00018955,49594101
2022-07-10,0.009640134,0.0002055000001287918,0.00018609104524649426,0.000182,43244798
2022-07-11,0.0090663165,0.00019048002419024844,0.00017672175904759048,0.00016680000000000002,50783184
2022-07-12,0.008780063159999999,0.00017902410652442037,0.0001689180143853634,0.00016360000000000002,52922760
2022-07-13,0.55414877232,0.00017701009935733856,0.00016762922862506428,0.00016015000000000002,50054850
2022-07-14,0.033593599999999994,0.00018975261204884103,0.0001735421466303577,0.0001684,50915062
2022-07-15,0.10508925,0.00020578152401675418,0.00018880208836236242,0.0001832,47318106
2022-07-16,77.80019449999999,0.0002108377170379324,0.0001863332305088004,0.00018210000000000004,50226603
2022-07-17,45.05943355227,0.00021858650161814798,0.00019795510212103234,0.00019305,47962402
2022-07-18,20.64863174692,0.0002237970479490605,0.00020802570865673388,0.00019315000000000003,43324082
2022-07-19,86.66021665,0.00025147849402155995,0.00022606522288931975,0.00021385000000000002,47991458
2022-07-20,90.46022614999998,0.0002484239055993294,0.0002247086963830699,0.00020835000000000002,46297315
2022-07-21,82.29205625088,0.0002364088456279374,0.00020889365361364406,0.00019940000000000002,48770676
2022-07-22,10.562680196879999,0.0002363659935434302,0.00021460110069828584,0.00020115,49525733
2022-07-23,14.344925757119999,0.00023540472120066775,0.0002029054380957344,0.00019360000000000002,48734178
2022-07-24,15.32725780299,0.00022730010084618242,0.00020436417319049936,0.00019795000000000004,47262544
2022-07-25,17.286797270730002,0.00022565480369426765,0.00019372720760777248,0.000184,46402347
2022-07-26,12.13900280875,0.00019982312373122748,0.00017898422529956167,0.0001741,51747633
2022-07-27,14.96101588872,0.00020929222053266215,0.00018472849004001407,0.0001788,50225272
2022-07-28,1.14624838792,0.00023539186050466394,0.00020163820607546466,0.0001956,47234207
2022-07-29,0.5307122,0.00024557678935644914,0.00021441200228978474,0.00020670000000000004,49259883
2022-07-30,1.5790595553599998,0.00024525345933561036,0.00021677128469805041,0.00020825000000000002,47945844
2022-07-31,1.01710954682,0.00024366497543663103,0.00021991651451437722,0.000212,47086588
2022-08-01,2.7502156548300003,0.00024041550484346993,0.00021282348001180995,0.00020410000000000003,48175147
2022-08-02,0.5084533,0.00023078883470656903,0.00020463182972978684,0.00019975000000000003,49386916
2022-08-03,0.75203611796,0.00022934240676949106,0.00019816535158296653,0.0001895,49964686
2022-08-04,0.31394530002,0.00021902140768905655,0.00019459997216301507,0.00019045000000000002,46181473
2022-08-05,0.8170503314399999,0.00022695558560801958,0.00020071339219748525,0.00019425000000000003,49808321
2022-08-06,1.2242448816,0.00023014740585682684,0.00020260168343002745,0.00020040000000000002,46971913
2022-08-07,1.22304464152,0.00022440355453988084,0.00020155320750822465,0.00019710000000000002,44756516
2022-08-08,1.30106024672,0.00023812634114305393,0.00021253271904963033,0.00020315000000000003,52867180
2022-08-09,0.26125917828999995,0.00022960193671263954,0.00020732211813680155,0.00020005,50068031
2022-08-10,0.50107535,0.00025766375220247694,0.0002059425284035591,0.0001966,48103620
2022-08-11,0.5587234,0.0002588340348382329,0.00022037073280938162,0.00021225000000000004,51010276
2022-08-12,0.45368173535999995,0.0002473395375119587,0.00021660703141994055,0.0002115,49268607
2022-08-13,0.11491686843,0.0002653476599785795,0.00023513354376686308,0.00022705,42040391
2022-08-14,0.5887354,0.00025542613820274645,0.00023318013349689313,0.00022360000000000001,41561687
2022-08-15,5.7114784499999995,0.00026118168638675676,0.00022099319104949461,0.00021510000000000002,42021116
2022-08-16,0.2036768266,0.0002587479851735098,0.00021686665977115114,0.00021405000000000003,46067808
2022-08-17,0.5544717,0.0002491146373405238,0.0002140740805496566,0.00020160000000000002,44767860
2022-08-18,0.51007895,0.00023508730994857097,0.0002047491894053464,0.0001979,41665818
2022-08-19,2.89875510314,0.00023229300817688458,0.00018556309564325923,0.0001788,42869865
2022-08-20,3.6721836,0.00022119827124723605,0.00018317458544829922,0.00017235000000000002,39248554
2022-08-21,0.7281819999999999,0.0002243694773837286,0.00018004495948758023,0.00017365,38227900
2022-08-22,0.7277819,0.00021290491926588082,0.0001740843550615348,0.00017025,46754153
2022-08-23,0.7077769,0.00020955806474368802,0.0001771166897423864,0.0001718,45528642
2022-08-24,1.8271447629600002,0.00022024179733116649,0.00017711647202004713,0.00017255,45192334
2022-08-25,0.71157785,0.0002170689191719671,0.0001790309400571243,0.00017480000000000002,45966640
2022-08-26,0.7043760499999999,0.00023809959755518982,0.00017351312712494225,0.00015810000000000002,43177876
2022-08-27,42.024507040159996,0.0001984688375744174,0.00015925182698987094,0.000155,40482879
2022-08-28,3.1523152,0.00020197580902307996,0.00015860255390257665,0.0001529,36110291
2022-08-29,3.1603160000000003,0.00019569869566700364,0.00015592101725241412,0.000151,42942058
2022-08-30,0.6267566499999999,0.00020346829780387758,0.00016152449982141906,0.000154,41806984
2022-08-31,0.6513628,0.00019496186820372675,0.00016150247268198633,0.00015630000000000003,43965411
2022-09-01,3.080308,0.00019148848027885482,0.0001564278274407909,0.0001529,42782354
2022-09-02,0.63195795,0.00018009353703961993,0.00015767264492839544,0.00015445000000000001,40641866
2022-09-03,0.6237558999999999,0.0001821859232166518,0.00015576123192217656,0.00015465000000000002,36790594
2022-09-04,1.58265825,0.00019109467725113448,0.00015850082211992683,0.00015555,41987250
2022-09-05,0.64676165,0.00018812402926982616,0.00015937553920785438,0.00015625,43060136
2022-09-06,0.41416559999999997,0.00019725634390894352,0.00016468570772457873,0.00015365000000000002,47258912
2022-09-07,68.65910358615001,0.00021628352081185128,0.00015696671988887142,0.00015285,41104350
2022-09-08,0.6689671999999999,0.00021123165567902636,0.00016524232400154973,0.0001604,43813333
2022-09-09,0.7019754500000001,0.0002174222283392213,0.00017509198126997242,0.0001681,44667787
2022-09-10,0.43855035000000003,0.00023974531215607554,0.00017405454824863316,0.00017185,41595216
2022-09-11,0.44242690000000007,0.00021423525481165283,0.00017488339122018296,0.00017075,42450177
2022-09-12,0.86112499148,0.00022421485129484652,0.00018692124808829974,0.00017280000000000003,45953291
2022-09-13,5.9414419802000005,0.00023788760704374624,0.0001872539874943891,0.0001652,45254788
2022-09-14,0.6665331000000001,0.00020087673687159521,0.00016763046410765353,0.00016435,43880655
2022-09-15,1.07064699659,0.00020363057888136507,0.0001683869602870313,0.00016435,42003272
2022-09-16,1.0174156573100002,0.00019677806062383602,0.00016369813595524662,0.00015830000000000003,42271575
2022-09-17,0.6687342000000001,0.000193351549131008,0.00016504560005983058,0.00016120000000000002,39621616
2022-09-18,22.86453489072,0.00020324987817026043,0.00016696165248082214,0.00015475000000000002,40090873
2022-09-19,5.0105955893,0.00022105442041073077,0.00015836187600419755,0.00015365000000000002,42933294
2022-09-20,1.13367023664,0.00019503252068456763,0.00016124789288787531,0.00015720000000000003,40765420
2022-09-21,1.14007917642,0.00020061890021707028,0.00015915626908885174,0.00015130000000000002,39186276
2022-09-22,1.0285055196600001,0.00018580952686895848,0.000160363451144275,0.0001532,40571968
2022-09-23,0.5737986,0.00020797433297637638,0.00016215030518612307,0.00015690000000000002,39025721
2022-09-24,0.37802185304999997,0.00020975368164869335,0.00016947078054192722,0.00016680000000000002,36407804
2022-09-25,2.31796074349,0.00020382005924368237,0.00016784401246860438,0.00016100000000000004,35110891
2022-09-26,1.0478335654700002,0.00019593707796965258,0.00016448283113199735,0.0001599,42234429
2022-09-27,1.09536154697,0.0002087801270023755,0.00017324528304619346,0.00016095,40404735
2022-09-28,0.56211977247,0.0002028029404661799,0.00016409350263808038,0.00015885,36844062
2022-09-29,0.4072096,0.00020085784143440366,0.00016865800903346283,0.00016435,37150214
2022-09-30,0.4274209,0.00020412313534481482,0.00017075959319532314,0.00016605000000000002,34359835
2022-10-01,1.02945607929,0.0002768926674146907,0.00016467954250111287,0.00016195,22960272
2022-10-02,0.36206459869999996,0.00018580988829517146,0.0001635073321727401,0.00015995,36111794
2022-10-03,1.17390413637,0.00019323748664397378,0.0001635868416201003,0.00015975,38168449
2022-10-04,1.1753283452099998,0.00019725469300866587,0.00016898738277085795,0.00016440000000000004,41182507
2022-10-05,0.37681130272,0.00020822705927820928,0.00016969494595961632,0.00016655000000000004,36316280
2022-10-06,1.0101365999999998,0.00020712213871686467,0.0001701184311378497,0.00016680000000000002,39267737
2022-10-07,1.1678512488,0.00019291974199969162,0.0001663980251005262,0.0001632,39503039
2022-10-08,0.3642655993,0.00019571521464663573,0.00016453010397916387,0.00016230000000000001,34174024
2022-10-09,5.6222307,0.0002241923149719132,0.0001643381592973032,0.0001624,38480149
2022-10-10,0.36624649984,0.00020035503737507557,0.00016375490247361882,0.00015995,41992667
2022-10-11,1.5768153,0.00020919497128548794,0.0001575934662860394,0.00015275000000000003,42790546
2022-10-12,0.9911168408800001,0.00022979906408537363,0.00015607174819151238,0.00015385,37269272
2022-10-13,4.503699039800001,0.00019351585078217266,0.0001526115302338288,0.00014155,34688979
2022-10-14,4.826269571300001,0.00019990215893174468,0.00015669476010472355,0.0001488,31170545
2022-10-15,0.9435888593800001,0.00017890487771286918,0.0001498168697260268,0.00014785000000000002,24383663
2022-10-16,9.369460669110001,0.00017482380082055243,0.00014966861804834128,0.00014805000000000002,24891759
2022-10-17,0.9584809602500001,0.00017572816398189227,0.00015354365739529956,0.00014945000000000003,27114790
2022-10-18,0.34478674399,0.0001780870330577276,0.0001540297571299526,0.00014955,28396084
2022-10-19,4.4537969,0.00019161851478009798,0.00014958882208850903,0.00014425,28535200
2022-10-20,0.92742934567,0.00017568066729360077,0.00014548165712449868,0.00014025000000000002,31723324
2022-10-21,0.8729305935500001,0.00016935649318169387,0.00013989792189925368,0.00013490000000000003,28909506
2022-10-22,0.8847703416300001,0.00017434266684918876,0.00013950766047419574,0.00013765,22977591
2022-10-23,0.30957073439,0.00016184016289327372,0.00014192805811044654,0.00013945,25033247
2022-10-24,0.32035560822,0.00016016599224295664,0.00014303146033759452,0.00014105,28917032
2022-10-25,4.499090889350001,0.00018973802243342437,0.000145166370596229,0.00014060000000000003,29799809
2022-10-26,0.38139885,0.00018113192745340394,0.00015624529300975918,0.00015380000000000003,30328582
2022-10-27,0.38331965,0.0001889867567578013,0.00015720196558671737,0.00015300000000000003,32066712
2022-10-28,0.3880016,0.0001825022390644399,0.00015443884071188654,0.000151,31037023
2022-10-29,6.0151604,0.00020551842374576948,0.00016505050871559615,0.00015945000000000003,25781266
2022-10-30,1.0269212536099999,0.0001906637263487604,0.00016363199491264187,0.00016050000000000003,28357430
2022-10-31,1.78051185,0.0002756291638238125,0.00016508371080407348,0.0001615,33013198
2022-11-01,0.54927227396,0.00019252765043525073,0.0001636805223663256,0.00016100000000000004,31624994
2022-11-02,0.3875214,0.0002026379239357456,0.00015840941978372087,0.00015155,30388049
2022-11-03,0.38428005,0.000222163573010335,0.0001568534744092949,0.00015335000000000001,30976292
2022-11-04,0.4064893,0.00020591951558610974,0.00016393671300332608,0.00015385,32275299
2022-11-05,0.4619524,0.00025404218862945944,0.00017747436100186287,0.00016870000000000003,31144466
2022-11-06,0.44214414999999996,0.00021562625070133546,0.00017908959773880136,0.0001627,30656276
2022-11-07,0.39376399999999995,0.00020415467782585996,0.00016086380590023765,0.00014415,35425465
2022-11-08,0.36771315,0.00031861494637791223,0.00014061491644054404,0.00010730000000000002,38051230
2022-11-09,196.70007025,0.0005227381226186565,0.0001062625533074559,6.275000000000001e-05,34517732
2022-11-10,2.6143573553,0.00027397425000791944,8.633566348053259e-05,6.695000000000001e-05,37094969
2022-11-11,2.672727261,0.000208480252214519,8.727130589654912e-05,7.77e-05,40412059
2022-11-12,0.5037966039,0.00013113117878519578,7.763739484922266e-05,7.265e-05,39552912
2022-11-13,0.20531334398,0.0001057300356857759,7.13748135111811e-05,6.58e-05,36151092
2022-11-14,2.1335736583500005,0.00011390144501329276,7.115323295445366e-05,6.170000000000001e-05,32970396
2022-11-15,0.44359449400000006,0.00010067003939166746,7.291078233315849e-05,6.965e-05,30599093
2022-11-16,0.45024841141000005,0.00011740307289631534,7.168519908671901e-05,6.895e-05,28067174
2022-11-17,2.0813479532500003,0.00012196282970321277,7.113037542518465e-05,6.535e-05,29379272
2022-11-18,0.19242874122,8.748956993232136e-05,6.818428414475804e-05,6.525000000000001e-05,27235775
2022-11-19,0.32431487593999997,8.391750554310528e-05,6.460062336886495e-05,6.330000000000001e-05,24443313
2022-11-20,0.39163056756000003,0.00010086497148939205,6.458241109217801e-05,6.125000000000001e-05,24403714
2022-11-21,0.37040140249000003,0.00013163710212636247,5.9621302423526547e-05,5.7e-05,31387194
2022-11-22,0.31131228735,9.59552019895282e-05,5.931430458362808e-05,5.525000000000001e-05,30996990
2022-11-23,0.3525705423,0.00011511085563827676,6.679232045631916e-05,6.220000000000001e-05,31210238
2022-11-24,0.36807364416000005,9.929446678632852e-05,7.269291807240042e-05,6.975e-05,28584673
2022-11-25,0.35257052819999996,8.641870460039952e-05,7.117363484036327e-05,7.000000000000001e-05,27483081
2022-11-26,0.36107222887999996,9.921292988282508e-05,7.254940933322743e-05,7.02e-05,25870933
2022-11-27,0.35907182872,8.396886515817087e-05,7.18249561850205e-05,7.05e-05,24309557
2022-11-28,0.34156832732,8.42222444909244e-05,6.723404239414845e-05,6.42e-05,28295277
2022-11-29,0.33581717685999996,7.940925019915451e-05,6.825342158664291e-05,6.605e-05,26706108
2022-11-30,0.34456892755999996,8.240784460225883e-05,6.872278085597181e-05,6.655e-05,27605130
2022-12-01,0.3475695278,8.158459422702557e-05,6.945334461133563e-05,6.725000000000001e-05,26554065
2022-12-02,0.3388177771,8.032602990167509e-05,6.825896010445732e-05,6.690000000000001e-05,25893696
2022-12-03,0.33806762704,8.335093842010811e-05,6.80568798780737e-05,6.645e-05,23854096
2022-12-04,0.24594832732,8.901658134748086e-05,6.770003525426953e-05,6.66e-05,22684227
2022-12-05,0.34231847738,8.901686598671412e-05,6.997798353009734e-05,6.825e-05,25431382
2022-12-06,1.40007,8.6915240291623e-05,7.05566942914016e-05,6.92e-05,25776542
2022-12-07,0.33956792716,7.9708736755067e-05,6.936194401592327e-05,6.755e-05,26621559
2022-12-08,0.24612837733999998,7.7346583889033e-05,6.798091230642876e-05,6.665000000000001e-05,26257235
2022-12-09,0.25152987794,8.033487222673435e-05,6.901553498767587e-05,6.77e-05,27211645
2022-12-10,0.34081817726,7.815599139731537e-05,6.830956115582398e-05,6.790000000000001e-05,24135657
2022-12-11,0.34206842736,7.88200084778704e-05,6.839700995689246e-05,6.71e-05,24585401
2022-12-12,0.30576062664,7.670818862548357e-05,6.622398227019642e-05,6.465e-05,28164389
2022-12-13,0.33181637653999996,8.195082912033395e-05,6.865390505427844e-05,6.42e-05,30116193
2022-12-14,0.36532307921999996,8.756691401982403e-05,7.15772869206146e-05,6.915e-05,29614134
2022-12-15,0.25621117846,9.007670699495475e-05,7.089819565674157e-05,6.955000000000001e-05,31537460
2022-12-16,13.1800659,0.00010761586811557604,6.906287351127767e-05,6.0750000000000006e-05,31226014
2022-12-17,0.30681137453999996,8.137490728916644e-05,6.178811698730496e-05,5.995000000000001e-05,28259163
2022-12-18,2.4034701999999997,7.141460363709363e-05,6.233669360621437e-05,6.16e-05,26473753
2022-12-19,1.8031202,8.585371600293559e-05,6.154004353654904e-05,5.885e-05,29969633
2022-12-20,0.22254182471999998,7.1183612543393e-05,6.176641360554782e-05,5.945000000000001e-05,30036187
2022-12-21,0.22002112444,7.108362942581108e-05,6.054754090666376e-05,5.97e-05,30038948
2022-12-22,52.15906065,7.682672283200332e-05,6.0566079237790804e-05,5.860000000000001e-05,30158766
2022-12-23,0.21624005,7.170984851801402e-05,5.959039795258834e-05,5.8750000000000005e-05,29929938
2022-12-24,0.21155875,7.140704111629926e-05,5.742238853457334e-05,5.6200000000000004e-05,33110598
2022-12-25,0.2074176,6.798631052069741e-05,5.7347383409061835e-05,5.650000000000001e-05,30016173
2022-12-26,0.20543705,6.70221801844885e-05,5.674860256582521e-05,5.580000000000001e-05,27958003
2022-12-27,0.20363655,6.727880815388801e-05,5.611767425965792e-05,5.395e-05,29074845
2022-12-28,10.120050599999999,7.545626654654924e-05,5.0791266632767415e-05,4.7850000000000004e-05,32108099
2022-12-29,9.600048,8.042283195463815e-05,4.796231530159243e-05,4.1150000000000004e-05,33572005
2022-12-30,10.00005,6.644361648202693e-05,4.8841580909165784e-05,4.53e-05,35893905
2022-12-31,9.95004975,6.420940045257585e-05,4.993555580871705e-05,4.845e-05,29817299
2023-01-01,0.18113030000000002,6.582516223925949e-05,4.993824971902403e-05,4.860000000000001e-05,28357766
2023-01-02,11.35005675,9.54149786022741e-05,5.6084373303994115e-05,4.935e-05,36306915
2023-01-03,13.13006565,0.00011608377256075373,6.38459449907423e-05,5.530000000000001e-05,46236493
2023-01-04,14.000070000000001,0.00014895766286470154,6.897029332437697e-05,6.455000000000001e-05,41533295
2023-01-05,13.600068,0.0003062857120657557,6.707534532942153e-05,6.495e-05,36460736
2023-01-06,13.2600663,0.0001751581618955764,6.680413514269877e-05,6.390000000000001e-05,42350683
2023-01-07,1.320066,0.00010026877041371946,6.67430509765752e-05,6.53e-05,45636050
2023-01-08,13.9400697,0.00014561854652162865,6.880276989105311e-05,6.465e-05,41422487
2023-01-09,16.400081999999998,0.0002457273475252076,8.335891216472185e-05,7.155e-05,40552846
2023-01-10,16.030080150000003,0.0001809912386748024,8.21407168024033e-05,7.87e-05,41462252
2023-01-11,16.440082200000003,0.00016966031633627377,8.072898082376576e-05,7.690000000000001e-05,40694501
2023-01-12,16.75008375,0.00021279473121716232,8.270105293712481e-05,7.905000000000001e-05,38930848
2023-01-13,18.17009085,0.00027610627421176503,8.532566648659915e-05,8.185000000000001e-05,39335317
2023-01-14,23.010115050000003,0.0003588576759555288,0.00011606357033962697,9.130000000000001e-05,37646524
2023-01-15,24.33012165,0.00030409165168540533,0.0001167880866942575,0.00011055,38342589
2023-01-16,23.670118350000003,0.00025810468089147633,0.00011781803799064466,0.0001127,38727076
2023-01-17,11.72511725,0.0002190928701916007,0.00011765293127586433,0.00011485,37894645
2023-01-18,11.46511465,0.00024770015922692456,0.00011495874878782258,0.0001036,40752686
2023-01-19,30.030107249999997,0.00025458577793941427,0.00010705411282078377,0.00010295000000000001,40605200
2023-01-20,10.71510715,0.0001780998000185022,0.00010899104039033252,0.00010510000000000001,40768153
2023-01-21,12.700127,0.0002176604132380138,0.00012735510443061414,0.00012315,38871906
2023-01-22,101.93412135,0.00021477299017173249,0.0001256341115348528,0.00011915,37022887
2023-01-23,90.65118025,0.00030646386799660025,0.00012307472712066436,0.00012015000000000002,39308272
2023-01-24,171.3602448,0.00030494648207972223,0.00012330534613245447,0.00011365000000000001,38078072
2023-01-25,2.42112105,0.00021451530485396315,0.00011808985608240334,0.00011205000000000001,38499781
2023-01-26,24.79012395,0.0002209730206888318,0.00012354804777162147,0.00012035000000000001,36338844
2023-01-27,23.6202362,0.00019865123749257294,0.00012085605956678347,0.00011755000000000001,38201863
2023-01-28,12.250122500000002,0.00019225045157740894,0.00012217995389949245,0.00011935000000000001,36106870
2023-01-29,24.960124800000003,0.00023441270164982969,0.00012422023711265156,0.00011915,37231150
2023-01-30,7.311121850000001,0.0002199685952864239,0.0001248115499333558,0.00011750000000000001,40163335
2023-01-31,3.62862095,0.0001701937101122474,0.00012054443874407775,0.00011805000000000001,43612259
2023-02-01,7.0561176,0.0001897369022096152,0.00011992039674676033,0.00011330000000000002,38296594
2023-02-02,25.400126999999998,0.00020275132107859935,0.00012684081135872684,0.00012150000000000001,39152883
2023-02-03,7.29912165,0.00018406533780252192,0.00012351478974636382,0.00012075000000000001,41884340
2023-02-04,24.5601228,0.0001833707734487289,0.00012358341819014045,0.00012160000000000001,35725732
2023-02-05,24.120120600000003,0.00018001409335203703,0.00012186612639997344,0.00011575000000000001,33453105
2023-02-06,22.660113300000003,0.0001699388395872377,0.00011785484099232386,0.00011315,35141462
2023-02-07,4.598114949999999,0.00018664050610872865,0.00011767275793672577,0.00011315,29933868
2023-02-08,4.73411835,0.00017164948164720688,0.00011935898512522836,0.0001144,35276259
2023-02-09,6.7621127,0.0002017103809578965,0.0001148505643664418,0.00010125000000000001,39184996
2023-02-10,20.79010395,0.0005695107906173687,0.0001049489361592398,9.915e-05,38410950
2023-02-11,57.9688363176,0.0001537389399505036,0.00010320373742722949,0.00010070000000000001,31677031
2023-02-12,6.2131035500000005,0.0001388665959410441,0.0001080614098723741,0.0001033,35748408
2023-02-13,4.25410635,0.00014926878266757139,0.00010497880794597538,9.94e-05,34551565
2023-02-14,6.4981083,0.0001605344162964314,0.00010880972039192399,0.00010365000000000001,35393311
2023-02-15,4.4881122,0.0001597405592109189,0.00011311583545339942,0.00010750000000000001,37195152
2023-02-16,7.13111885,0.0001791397312724933,0.0001195817063200364,0.00011160000000000002,42139262
2023-02-17,7.032117200000001,0.00016120779197120288,0.00011593137863835335,0.0001029897,39583060
2023-02-18,7.1161186,0.00016778485922248302,0.00011828859292878542,0.00011490000000000001,34712036
2023-02-19,8.84462635,0.000205098650220021,0.00012313383622787431,0.00011635000000000001,37408818
2023-02-20,25.79012895,0.00020751788886718951,0.00013243489760289675,0.00012160000000000001,37675524
2023-02-21,7.482124700000001,0.0001971802232775321,0.0001299601802432863,0.00012365000000000002,35701247
2023-02-22,4.7801195,0.00019907728107629427,0.00012187780711602751,0.0001168,39775887
2023-02-23,2.4581228999999998,0.00021231482365060677,0.00012294550792933212,0.00011850000000000001,36729479
2023-02-24,23.0201151,0.000340286568629087,0.00011999678668242345,0.00011325,38621749
2023-02-25,6.9061151,0.0001814653679385709,0.00011702959338634411,0.0001144,8533164
2023-02-26,20.2103433519,0.00019499806011208566,0.00011618921517242813,0.0001117,27522595
