network,date,fee_token,gwei_high,gwei_avg,gwei_median,gwei_low,cost_usd_high,cost_usd_avg,cost_usd_median,cost_usd_low,tx_count
Polygon PoS,2020-07-05,POL,30.0,30.0,30.0,30.0,3.796559947916665e-05,3.796559947916665e-05,3.796559947916665e-05,3.796559947916665e-05,1
Polygon PoS,2020-07-06,POL,29.000000001,28.714285881714282,28.600000234,28.600000234,3.633181725819729e-05,3.597386852821048e-05,3.583068903621576e-05,3.583068903621576e-05,7
Polygon PoS,2020-07-07,POL,41.00000146,30.50000032466666,41.0,20.0,5.240908681419145e-05,3.898724653480348e-05,5.240908494791671e-05,2.5565407291666685e-05,18
Polygon PoS,2020-07-08,POL,69.0,33.166666666666664,20.0,20.0,9.240627703124992e-05,4.441750997395829e-05,2.678442812499998e-05,2.678442812499998e-05,6
Polygon PoS,2020-07-09,POL,14.400001123,9.040000673799998,14.400001123,1.0,1.9496169770430354e-05,1.2239262091424882e-05,1.9496169770430354e-05,1.3539005729166673e-06,10
Polygon PoS,2020-07-11,POL,32.0,15.472000988240007,14.400001123,14.400001123,4.337419666666668e-05,2.097142542783699e-05,1.9518390022163222e-05,1.9518390022163222e-05,50
Polygon PoS,2020-07-12,POL,23.0,19.5600004492,23.0,14.400001123,3.15347876909722e-05,2.6818280930471434e-05,3.15347876909722e-05,1.9743520789720272e-05,10
Polygon PoS,2020-07-13,POL,23.0,23.0,23.0,23.0,3.3073838281249964e-05,3.3073838281249964e-05,3.3073838281249964e-05,3.3073838281249964e-05,4
Polygon PoS,2020-07-15,POL,55.0,35.833333333333336,36.0,23.0,8.09678661458334e-05,5.2751791579861145e-05,5.2997148750000044e-05,3.385928947916669e-05,6
Polygon PoS,2020-07-16,POL,55.0,11.8,10.0,5.0,7.800185746527768e-05,1.673494396527776e-05,1.4182155902777759e-05,7.0910779513888795e-06,25
Polygon PoS,2020-07-17,POL,10.0,8.529411764705882,10.0,5.0,1.394030399305555e-05,1.1890259288194439e-05,1.3940303993055548e-05,6.970151996527774e-06,17
