network,date,fee_token,gwei_high,gwei_avg,gwei_median,gwei_low,cost_usd_high,cost_usd_avg,cost_usd_median,cost_usd_low,tx_count
Optimism,2022-01-06,ETH,575.0,0.028736171269279413,0.001,0.001,155.6734166626046,1.696421894737757,1.36739346700598,0.014494696971352843,42068
Polygon PoS,2022-01-06,POL,1000000.0,593.4194647583703,552.369322192857,30.0,141.53975694444452,0.08399244680800749,0.07807280901601435,0.004246192708333335,3685603
Arbitrum One,2022-01-07,ETH,1.211201567,1.2091547530124016,1.211201567,1.17638697,0.2548367232725217,0.2544060737554243,0.25483672327252166,0.24751173454788816,40222
Optimism,2022-01-07,ETH,500.0,0.03298922428775333,0.001,0.0007,114.44188467402128,1.6576865734978041,1.3243918564619632,0.016075543446879188,52163
Polygon PoS,2022-01-07,POL,638476.000084474,493.17214849267395,471.99596559206174,20.0,88.68376217909451,0.06850118332481019,0.06586543475422288,0.002777982638888889,3648385
Arbitrum One,2022-01-08,ETH,1.219072968,1.159014180482866,1.196859393512732,1.08920535,0.25141792863215334,0.2390315856074192,0.24644836463695002,0.2246344231562515,33899
Optimism,2022-01-08,ETH,6.001,0.009089091960481917,0.001,0.001,32.48379095775695,1.070949645268128,0.837998736577467,0.018007200623654795,40646
Polygon PoS,2022-01-08,POL,699071.350631174,207.04498189676204,45.85241546005849,1.0,93.71136411798646,0.027754631440431707,0.00613339243311279,0.00013405121527777788,2862389
Arbitrum One,2022-01-09,ETH,1.365600973,1.259858559401224,1.2237809477199824,1.163790608,0.27875137254725263,0.2571668515122554,0.2496749420906933,0.23755711642832988,16993
Optimism,2022-01-09,ETH,5.0,0.008151707850625346,0.001,0.001,39.07910651800852,1.3411614031805457,0.9763420239170024,0.01597141134555417,36465
Polygon PoS,2022-01-09,POL,200000.000024978,100.3797307169454,35.41702823758554,1.0,26.62923611443677,0.013365177750159576,0.0047200445274373625,0.00013314618055555524,2846299
Arbitrum One,2022-01-10,ETH,1.686187476,1.4828477158722082,1.4692453835238215,1.34062189,0.34026290517005703,0.29923011462779225,0.296816108626135,0.2705297634567252,33977
Optimism,2022-01-10,ETH,5.0,0.006202504101828789,0.001,0.0009,29.69092854335446,1.8765712642722523,1.5818275349338347,0.029546136699775252,39813
Polygon PoS,2022-01-10,POL,738780.75957856,153.50068835871255,47.10325729867994,5.0,99.5863637857045,0.020691626296506914,0.006316469384463977,0.0006739913194444443,3437102
Arbitrum One,2022-01-11,ETH,1.716063949,1.6662745648401573,1.6551840011189685,1.621303427,0.35178991337589466,0.3415831823557983,0.33936494466530165,0.3323641828573668,27358
Optimism,2022-01-11,ETH,35.0,0.00949518740058242,0.001,0.001,53.79307047972758,1.6357949755500316,1.2772413239998013,0.010276871592602462,30014
Polygon PoS,2022-01-11,POL,3320000.0,83.03080101957268,45.34391982443108,1.0,478.2742430555552,0.011961293225280972,0.006526458083828334,0.0001440585069444443,3290949
Arbitrum One,2022-01-12,ETH,1.700829158,1.596640427315159,1.5884587251948679,1.522329069,0.3651140277553187,0.3427480147268938,0.34099704737862135,0.32679572509515636,25492
Optimism,2022-01-12,ETH,5.0,0.013414265003830157,0.001,0.0007,56.75378709101561,1.6691916078447215,1.218315019415374,0.010852103445502383,26339
Polygon PoS,2022-01-12,POL,2583810.644345447,88.9423166414664,62.21535498686138,1.0,395.4293416269912,0.013611834051881903,0.009494250663649121,0.00015304114583333358,4192163
Arbitrum One,2022-01-13,ETH,1.706562564,1.6316409870990058,1.6178089062591439,1.58010441,0.3692161344925003,0.35300679321369705,0.3498988359514253,0.34185681478171265,27659
Optimism,2022-01-13,ETH,279.428688,0.04031307424677977,0.001,0.001,89.00287968117776,1.7126345786498962,1.2822748669728967,0.011908556782144307,29457
Polygon PoS,2022-01-13,POL,974353.333333333,97.24630006771703,59.73071674870552,1.0,149.0633731076386,0.014877417682494738,0.009140467211014218,0.0001529869791666664,3533569
Arbitrum One,2022-01-14,ETH,1.756209219,1.6744900410465502,1.658955646351318,1.58010441,0.37394705566732833,0.3565467108471195,0.3525610858335884,0.33644931672942135,29173
Optimism,2022-01-14,ETH,60.0,0.017689233614748265,0.001,0.001,57.372950951364814,1.7546072173938245,1.2329641602047157,0.010829351976203033,24839
Polygon PoS,2022-01-14,POL,1941255.39035774,103.34264696409505,56.79762286211371,1.0,287.7597684345447,0.015318878859273855,0.0083503947183916,0.00014823385416666663,3177803
Arbitrum One,2022-01-15,ETH,1.635055384,1.5545873473586185,1.5508101730628514,1.474473999,0.3537996215327155,0.336387635866878,0.33522608828849465,0.3190523990262763,28936
Optimism,2022-01-15,ETH,5.0,0.02069026001393239,0.001,0.001,22.85883572107724,1.3605179018131812,0.9940346778404812,0.01298116706662148,20012
Polygon PoS,2022-01-15,POL,2135381.039393488,94.7167464634511,55.77001224098462,1.0,327.12406329658705,0.01450988202750472,0.008532728112033464,0.00015319236111111114,2931889
Arbitrum One,2022-01-16,ETH,1.474597904,1.3564532499559898,1.338096749709873,1.245187611,0.31964632916002655,0.29403629345303706,0.29042211101167925,0.26991741131058394,32925
Optimism,2022-01-16,ETH,30.0,0.02178417775860484,0.001,0.001,15.141102450452818,1.311947559636521,0.9098420335577643,0.01144228324122218,19396
Polygon PoS,2022-01-16,POL,748437.31291892,106.16087445507178,44.83462456116072,1.0,113.44542520195344,0.01609148199118891,0.006794041616991108,0.00015157638888888916,3159292
Arbitrum One,2022-01-17,ETH,1.37532522,1.2857085670559878,1.267469040403248,1.214383759,0.2914751126891482,0.2724824965167868,0.2687645790149674,0.25736650346773704,33471
Optimism,2022-01-17,ETH,5.0,0.01614723106290121,0.001,0.001,29.348409112180864,1.2732066022742174,0.9518268868774359,0.009499216132334072,23224
Polygon PoS,2022-01-17,POL,823281.154210939,147.67425196692926,56.25578042930691,1.0,124.49640462287114,0.022331269616969043,0.008462611830797674,0.00015121979166666673,3319046
Arbitrum One,2022-01-18,ETH,1.292680076,1.1915004881968634,1.1698024089741808,1.135570926,0.26605025428978846,0.245226188410061,0.24087295313747512,0.23371516219330235,33174
Optimism,2022-01-18,ETH,5.0,0.01454463598990369,0.001,0.001,16.969150822744073,1.063484324022211,0.8100176188524961,0.00846501129346398,28921
Polygon PoS,2022-01-18,POL,1095787.580354768,255.9767292989705,156.907841459577,1.0,153.8757807304191,0.03594548777140415,0.021958731981335945,0.00014042482638888906,2458694
Arbitrum One,2022-01-19,ETH,1.244242684,1.1421710331955157,1.1355260214806697,1.061836663,0.2525180795731315,0.23180271787450002,0.2303270074199595,0.21549892027422388,29547
Optimism,2022-01-19,ETH,100.0,0.03143122790754605,0.001,0.001,30.938561361630885,1.0441716459187023,0.7347825298149954,0.007081361550805414,33547
Polygon PoS,2022-01-19,POL,2262968.0,347.5838913348478,304.92386248464487,30.0,306.26482457638934,0.04704119523795606,0.04132727774936731,0.004060130208333338,2272181
Arbitrum One,2022-01-20,ETH,1.30261131,1.1851224776207294,1.1915938943715447,1.123524612,0.26733162078568246,0.24321968521211612,0.2445184469432378,0.23057811122380395,36911
Optimism,2022-01-20,ETH,20.0,0.02692186609844339,0.001,0.00085,43.02881916339678,1.2610900307120139,0.8599994471269762,0.00786688500066247,30797
Polygon PoS,2022-01-20,POL,645792.000002712,278.687087855945,203.2462971753112,7.825801474,87.65359481703469,0.03782630487767237,0.027976917719031096,0.0010621990230874154,2659746
Arbitrum One,2022-01-21,ETH,59.375989333,3.049900104851821,1.320067878938125,1.286158049,10.907357344657568,0.5602660382219484,0.24251131436475273,0.23626697592310741,47226
Optimism,2022-01-21,ETH,25.0,0.013568149474582928,0.001,0.001,44.17832060688622,1.2883949911903136,0.9695778382988381,0.00775872009136707,67562
Polygon PoS,2022-01-21,POL,905609.37963202,762.6258418244407,423.56559438199645,34.705182055,109.9705367712458,0.09260766845760544,0.0515937906458234,0.004214341840057963,2820959
Arbitrum One,2022-01-22,ETH,2.432045387,1.5636919678844388,1.5651818256427084,1.456681942,0.39102539523198476,0.25141112621973793,0.2516173726789208,0.23420600418993945,44434
Optimism,2022-01-22,ETH,6.0,0.005259709968513303,0.001,0.0007,28.21382424946392,0.7684724014334338,0.6911028577548636,0.007425283877818988,89141
Polygon PoS,2022-01-22,POL,873355.222291864,633.517319923845,240.8886884449156,36.079674009,89.8847794084213,0.0652009206555541,0.02480863604602039,0.0037132812132460624,2864168
Arbitrum One,2022-01-23,ETH,1.503983047,1.3428819394924516,1.3079466982597083,1.25796486,0.24052876260996695,0.21476421019616884,0.20966962943097306,0.20118360495231047,28953
Optimism,2022-01-23,ETH,110.0,0.014599706878171147,0.001,0.001,32.30119884047467,0.6694110792159349,0.5489363260521902,0.004908884133450722,50410
Polygon PoS,2022-01-23,POL,719498.469960648,131.53370290420582,69.95145418150422,15.0,74.05812740856403,0.013538791442784517,0.007200585318318328,0.001543953124999999,2867376
Arbitrum One,2022-01-24,ETH,21.792157504,2.0882710859834384,1.2362173931991953,1.184490694,3.3564439018636327,0.32163702702206576,0.19061470625132418,0.18243611565127393,60786
Optimism,2022-01-24,ETH,5.0,0.013711845860828164,0.001,0.0007,20.863651285279612,0.6530036539397011,0.572787538643067,0.005190087754701688,80160
Polygon PoS,2022-01-24,POL,720261.99371576,436.5141876923694,168.3973395406654,3.40189803,67.92695828164715,0.04116707708504737,0.016085571868955654,0.00032082851459384366,2932088
Arbitrum One,2022-01-25,ETH,44.792068817,2.8889882257212474,1.1950503152546534,1.116942895,7.062353211439475,0.4555059815856953,0.18845556258658192,0.17610808006492246,54968
Optimism,2022-01-25,ETH,5.0,0.010416068748177758,0.001,0.001,25.503299836351836,0.7606022848048525,0.5870908144560821,0.005986354619240092,46061
Polygon PoS,2022-01-25,POL,1000000.0,127.1975061339976,67.72292853160715,2.500462966,96.66718750000003,0.012295825174987694,0.006527634407714698,0.00024171272237112827,2876811
Arbitrum One,2022-01-26,ETH,1.330860311,1.2454504034273106,1.24569619125109,1.157407051,0.21798171777793393,0.2039924221214738,0.20401563855203933,0.18957179431979673,69844
Optimism,2022-01-26,ETH,5.0,0.008391607348945037,0.001,0.001,26.833770341901065,0.8781206194822493,0.670950232443287,0.009311486685250489,47067
Polygon PoS,2022-01-26,POL,351474.829834657,185.6539055807662,55.825901348082475,2.501562859,37.03965017067804,0.019564859648033884,0.005871479329487527,0.00026362346692339106,3084730
Arbitrum One,2022-01-27,ETH,1.343650821,1.2524833049287647,1.2575783597847159,1.184161669,0.21206744846140207,0.19767854457830972,0.19809554262739792,0.18689538962491006,49643
Optimism,2022-01-27,ETH,10.0,0.00884260248178432,0.001,0.001,26.223320271594858,0.8655434767975869,0.6696666601362831,0.007403267163917584,46379
Polygon PoS,2022-01-27,POL,190476.19047619,73.83910198169688,34.62018468127011,1.000000031,19.5619047619047,0.007583275773520278,0.003550809478043052,0.00010270000318369993,3290152
Arbitrum One,2022-01-28,ETH,1.371209183,1.3022257251983214,1.2937312098536222,1.236827909,0.2178893508857948,0.20692766755647657,0.20549776624879398,0.19653575369137882,38290
Optimism,2022-01-28,ETH,5.0,0.0062405983491227645,0.001,0.001,21.245175424477452,0.7723619224449327,0.5854209841278675,0.004750232094771759,42020
Polygon PoS,2022-01-28,POL,200000.0,63.663249489862295,33.32181612816772,1.000000011,21.320000000000007,0.006786502395618972,0.00354861749138099,0.00010660000117260004,3117288
Arbitrum One,2022-01-29,ETH,1.342548566,1.2492618604968937,1.2403797984180043,1.176253529,0.22406790909150354,0.20849859742750798,0.2070242846248757,0.19631369432674373,34131
Optimism,2022-01-29,ETH,5.001,0.004013466676329916,0.001,0.001,13.429864767797332,0.6928897296244887,0.5476500562908245,0.00649332477698212,29076
Polygon PoS,2022-01-29,POL,250000.00000002,48.377874112475105,31.52471478566839,1.00000001,27.684244791668913,0.00535721963772121,0.0034924371107544496,0.00011073698027403658,2941468
Arbitrum One,2022-01-30,ETH,1.228183909,1.1147868847251696,1.1138721866231105,1.036054268,0.20766983645598883,0.18849588269137615,0.18858927889556915,0.1751832268917058,49582
Optimism,2022-01-30,ETH,10.0,0.006845359545836079,0.001,0.001,11.929171087222818,0.7214891323489558,0.5570955229665326,0.004791413852454151,29586
Polygon PoS,2022-01-30,POL,164206.972941949,44.640421380912436,31.432174379385827,1.000000009,17.679018748827676,0.004806122617141758,0.0033828560350218015,0.00010766302180230064,2837633
Arbitrum One,2022-01-31,ETH,1.132192532,1.0552955994009208,1.0570239723888182,0.983790204,0.19041610093657127,0.1774833057929118,0.1777430387995803,0.16545727823726183,35559
Optimism,2022-01-31,ETH,5.0,0.0060241496480923805,0.001,0.0007,15.941752788229575,0.7518932271912545,0.5423668294065992,0.005011530347202015,37109
Polygon PoS,2022-01-31,POL,328857.636081731,55.33079041348697,32.181622675739966,1.000000011,34.10173755492111,0.005737668481318624,0.003335740211522223,0.00010369757058511761,3041317
Arbitrum One,2022-02-01,ETH,1.333464285,1.143081594914504,1.1055791536461825,1.055410809,0.2391130450770315,0.20497415941771074,0.19827405313302487,0.18925328198587876,35620
Optimism,2022-02-01,ETH,5.0,0.015985783396292325,0.001,0.001,33.898336526886496,0.9566286131267326,0.6358087393038802,0.007771159018145829,32788
Polygon PoS,2022-02-01,POL,270577.847618956,63.34975485206091,32.57517092599925,1.000000008,29.07138188658067,0.006806414242451426,0.003499236700171649,0.00010744184113731215,3203471
Arbitrum One,2022-02-02,ETH,1.440177785,1.3225888004484638,1.301201662057382,1.262452845,0.2565734813648472,0.23562452947095747,0.23172103409498532,0.22491106644906741,35045
Optimism,2022-02-02,ETH,7.001,0.01455692739747869,0.001,0.001,58.958118275392756,1.016359491249698,0.6909492255193559,0.0059535314172904676,41996
Polygon PoS,2022-02-02,POL,50000000.0,160.77435571571166,32.3014998011075,1.000000011,5241.1892361111,0.016852976452397923,0.0033890864982742065,0.00010482378587528363,3333260
Arbitrum One,2022-02-03,ETH,1.302527292,1.1446500304801877,1.1272463478130494,1.059903511,0.22412263697726487,0.196957088594589,0.19433283305140722,0.18237496541207318,36385
Optimism,2022-02-03,ETH,95.973206709,0.015099169461518253,0.001,0.001,34.62511240511291,0.7875058815795423,0.5616150488237144,0.005103358350849639,35543
Polygon PoS,2022-02-03,POL,680292.827280827,60.937780973497176,34.05871078180965,1.000000009,67.37568194576102,0.006035231277921236,0.003371846876359962,9.903923700246403e-05,3718155
Arbitrum One,2022-02-04,ETH,1.302527292,1.1505581445721813,1.1385006454007998,1.068243301,0.23999720010744152,0.21199612089060146,0.20959230947024346,0.19682919724459086,34778
Optimism,2022-02-04,ETH,5.0,0.009907090699619888,0.001,0.001,18.499006020224783,0.725386888454556,0.5219225752879706,0.00497757912574958,34114
Polygon PoS,2022-02-04,POL,1011900.0,83.48326497388192,34.29888877374209,1.00000001,105.29241125000006,0.008686781567469668,0.0035649541082548213,0.00010405416770720838,3524436
Arbitrum One,2022-02-05,ETH,1.182017706,1.0157381481776573,0.9931535006007948,0.894830443,0.2316429747392326,0.19905675270819564,0.1944046402320514,0.17536216644773783,30956
Optimism,2022-02-05,ETH,132.0,0.016055941164620093,0.001,0.001,31.34081456635717,0.5899592764220396,0.42517642628795765,0.004443704777018853,32101
Polygon PoS,2022-02-05,POL,789887.087312142,54.38539872396534,32.62753284463258,1.000000009,88.39673019389659,0.006086302073691273,0.003651730400902873,0.00011191059128497333,3039775
Arbitrum One,2022-02-06,ETH,0.894830443,0.7734606967049472,0.7540842419061847,0.726296616,0.17513028403269237,0.15137660163633276,0.1475751822828899,0.14214596032922772,71117
Optimism,2022-02-06,ETH,5.0,0.011354285058455689,0.001,0.001,13.734185160255642,0.5768701642940429,0.40569620659390604,0.0038382037796863525,25694
Polygon PoS,2022-02-06,POL,790020.207759167,58.69671151074478,32.45447471852718,1.000000007,88.08176691370468,0.006544275717396949,0.0036205679105753967,0.00011149305633600736,3073947
Arbitrum One,2022-02-07,ETH,0.911717915,0.8169046581801275,0.7942181182632218,0.769707648,0.18374401305774343,0.1646357252720932,0.1600736702272438,0.15512382700602842,69079
Optimism,2022-02-07,ETH,72.0,0.015195678823043316,0.001,0.001,25.64895845308571,0.8997850369865938,0.6145336885630819,0.005810406319344281,32744
Polygon PoS,2022-02-07,POL,784574.048274464,73.87480988222855,33.83573613936921,1.000000007,94.77354839456513,0.008923794873041334,0.004077220056947269,0.00012079618140112859,3493568
Arbitrum One,2022-02-08,ETH,0.923772066,0.8652680242953383,0.8511272865862708,0.82558302,0.18714109957759478,0.17528913836628993,0.17243882004257705,0.1672496060899414,77331
Optimism,2022-02-08,ETH,5.0,0.011016143960735587,0.001,0.001,23.05964227244862,0.639468599059468,0.48026031310524275,0.005660035110907825,38488
Polygon PoS,2022-02-08,POL,790850.500172243,96.54828913634014,37.2529222443059,1.000000012,100.22780655733244,0.012235970319156263,0.0047040791505422366,0.0001267342029096992,4065156
Arbitrum One,2022-02-09,ETH,0.838961259,0.7904435413643472,0.7890560079103875,0.736961928,0.1723626917834365,0.16239483650851813,0.16209656889368992,0.15140716009151392,83594
Optimism,2022-02-09,ETH,31.05838147,0.01306005734681331,0.001,0.001,31.833265342037652,0.7354711377559516,0.44986288682339104,0.004679225103722771,29191
Polygon PoS,2022-02-09,POL,396087.358069899,67.1366887032819,34.83416970795891,1.000000008,50.7368651440967,0.008599883463987443,0.004447081082999072,0.0001280951399136498,3500890
Arbitrum One,2022-02-10,ETH,0.837182686,0.7947520100762543,0.8073810184142699,0.739066994,0.17364670880237026,0.16484582537557227,0.16727724572855796,0.15329575400769946,72485
Optimism,2022-02-10,ETH,56.0,0.010365197386119176,0.001,0.0008,28.942408235734952,0.7100772652467456,0.4985205996008142,0.005174043863288262,36372
Polygon PoS,2022-02-10,POL,885714.285714285,89.64225135104304,39.10108359080866,1.000000009,113.6955753968253,0.011507014746865784,0.005005617432096546,0.000128365973377516,3748445
Arbitrum One,2022-02-11,ETH,0.85702984,0.7779693669920223,0.7564317982465106,0.734927312,0.17035813474995476,0.15464270211802172,0.1503658065191462,0.14608691577077176,66523
Optimism,2022-02-11,ETH,5.3,0.008992973653611968,0.001,0.001,14.291680018355434,0.5335425874908181,0.3876652693481831,0.0031523426200453907,38310
Polygon PoS,2022-02-11,POL,718954.897592045,83.41009079070848,36.29808089418885,1.000000009,85.62840203312295,0.009934243179603452,0.004349413647990353,0.0001191012163496889,3441850
Arbitrum One,2022-02-12,ETH,0.836823608,0.7352946079771536,0.7282163598130408,0.668270144,0.1594750855714417,0.14012650862902437,0.13909376412744345,0.12735352753006893,65365
Optimism,2022-02-12,ETH,60.0,0.009402424547704392,0.001,0.001,22.39056900206644,0.42789298363847783,0.2961373346723899,0.0036608557223441673,32313
Polygon PoS,2022-02-12,POL,2209857.142857142,95.51035298804835,43.43602835368097,1.000000008,244.77275468750005,0.01057911470776627,0.004833512638067717,0.00011076406338611253,3215043
Arbitrum One,2022-02-13,ETH,0.680373324,0.6187845464613335,0.5990442955973365,0.582407609,0.12899305362875643,0.11731633997211956,0.11360124281955362,0.11041957891566714,58682
Optimism,2022-02-13,ETH,5.0,0.011524379132004894,0.001,0.0007,11.773566796599855,0.41763889044713065,0.3012013067761763,0.0029069146019680076,25166
Polygon PoS,2022-02-13,POL,500000.0,73.79891748707028,39.36545819740938,1.00000003,55.16762152777782,0.008142621498172922,0.004340804037564959,0.00011033524636561293,3269468
Arbitrum One,2022-02-14,ETH,0.583566549,0.5489734239399073,0.5501264756394606,0.509077582,0.11015173797723513,0.10362207507246742,0.10403806218834165,0.09609149208199118,66715
Optimism,2022-02-14,ETH,1000.0,0.07455335004730439,0.001,0.001,189.16164545619796,0.48103272805129393,0.2935247274363906,0.0033173301087839526,30609
Polygon PoS,2022-02-14,POL,1000000.0,172.67458922248466,43.61327118304275,1.000000058,106.5842013888888,0.018404383192433028,0.004629968714196537,0.00010658420757077247,3500225
Arbitrum One,2022-02-15,ETH,0.599218555,0.5662490284776373,0.563387526180308,0.54549022,0.11998080461112105,0.11337935629679986,0.11280504717385408,0.10922284524900504,74492
Optimism,2022-02-15,ETH,5.0,0.007284146030555012,0.001,0.001,17.61903398000577,0.5470298010902813,0.3614662655062779,0.0035315900990192982,30407
Polygon PoS,2022-02-15,POL,446414.009244026,67.35206925324255,35.459853185484064,1.50000001,51.3307133466007,0.00774444728110814,0.004081416165847283,0.00017247682406651212,3289817
Arbitrum One,2022-02-16,ETH,0.669261433,0.6299061487406376,0.6290443438807201,0.599218555,0.13626579286549959,0.12825281206507022,0.1280158177519043,0.12200462699722596,72289
Optimism,2022-02-16,ETH,48.0,0.006156736193629646,0.001,0.001,18.00768109381674,0.581885981084387,0.3902725197700701,0.004034755023152371,29784
Polygon PoS,2022-02-16,POL,679325.14362716,91.07377200766064,40.729389139036584,1.000000011,80.31970171693541,0.010768066323636341,0.004828051757702046,0.00011823454991169105,3231545
Arbitrum One,2022-02-17,ETH,0.668246373,0.6401482768692308,0.6424149538668649,0.604837851,0.1315164597988048,0.1259865201245534,0.12643059713615395,0.11903713380250096,74775
Optimism,2022-02-17,ETH,5.0,0.006531380465739531,0.001,0.001,13.74821188888725,0.43178992365346713,0.20629882897826737,0.0036519834401745944,28544
Polygon PoS,2022-02-17,POL,1100036.277999999,90.16472041999921,36.49209853569633,29.817894214,126.7553087244391,0.010389527328742841,0.0042083382839749875,0.0034358652184453145,2805181
Arbitrum One,2022-02-18,ETH,0.796585235,0.6989615161380468,0.6786029162079165,0.641047826,0.1482860058881845,0.13011314664619536,0.12632935563215222,0.11933239222145996,74110
Optimism,2022-02-18,ETH,85.192391424,0.0168538310173803,0.001,0.001,19.862672710520474,0.6056773014678593,0.09979633329722853,0.0052596026228481085,19211
Polygon PoS,2022-02-18,POL,4760649.238095238,97.99415460512253,39.06680281177296,29.021846368,513.3517171649809,0.0105669342610088,0.004224775508728518,0.0031294922022593714,2643487
Arbitrum One,2022-02-19,ETH,0.786579557,0.7025571142544086,0.678583267603424,0.654131888,0.14201573101587067,0.1268456080167386,0.12285086112114785,0.11810250778626784,70828
Optimism,2022-02-19,ETH,64.941676324,0.021079658430889738,0.001,0.001,14.91791627692434,0.39844207773155005,0.11475248163123078,0.004034272830067659,14521
Polygon PoS,2022-02-19,POL,653595.261443846,72.84056112877943,35.970837315917294,2.500000024,68.55215744229864,0.007639862020503041,0.0037801421748611787,0.0002622118080727894,2760218
Arbitrum One,2022-02-20,ETH,0.719120931,0.6607059446737329,0.6519075493397798,0.616729993,0.12441350960644357,0.11430726300836506,0.11288134633964103,0.10669908161620087,93150
Optimism,2022-02-20,ETH,42.0,0.017744740533143635,0.001,0.001,25.372121616773622,0.3279068900425189,0.04698447680316168,0.0030114916815426485,19820
Polygon PoS,2022-02-20,POL,368937.006813338,80.22441787784913,37.58763644464131,1.500001086,37.15041934857468,0.008078264611891284,0.0037915365616649436,0.00015104385935567474,2588259
Arbitrum One,2022-02-21,ETH,0.766181611,0.6930905247319197,0.6752562615095773,0.60606156,0.13380784858796269,0.12104304078770646,0.11797600222774973,0.10584408747375228,99722
Optimism,2022-02-21,ETH,30.00000001,0.008227963922865325,0.001,0.001,21.111008316508425,0.372799878863272,0.053587876718715385,0.003970099435477752,28741
Polygon PoS,2022-02-21,POL,790850.497361411,89.68820913075741,39.20940842718925,15.0,79.06239516460215,0.00896625171958454,0.003915307843673122,0.0014995703125000011,2776636
Arbitrum One,2022-02-22,ETH,0.818181422,0.760272588203748,0.7706487477544468,0.718894385,0.1374423540439166,0.12771452813281398,0.12945696991062125,0.1207636031894081,104285
Optimism,2022-02-22,ETH,6.0,0.00376536528622431,0.001,0.001,9.269208237107929,0.32270749847781155,0.041796008614248224,0.004140863507402906,27765
Polygon PoS,2022-02-22,POL,33321841.36904762,117.94646954531066,43.339745880569204,30.000000007,3072.9737642966147,0.01087714218701098,0.003996725796474328,0.002766630208978878,2821718
Arbitrum One,2022-02-23,ETH,0.818181422,0.7510761044985772,0.7433888415168157,0.692963773,0.14210599099022436,0.1304507915590243,0.12927948712744095,0.12035754055839443,85905
Optimism,2022-02-23,ETH,5.0,0.00492824184606741,0.001,0.001,18.921577053740045,0.3627809489472231,0.0511710422610027,0.0032093353898476704,27674
Polygon PoS,2022-02-23,POL,790850.498280417,74.25037172613251,39.901300628948874,29.167899975,77.89149715763345,0.007312978408478546,0.003938904756119727,0.0028727697623467593,2470225
Arbitrum One,2022-02-24,ETH,0.817550145,0.7741139242424685,0.7715848828728004,0.720838252,0.13104415510128128,0.12408181415537099,0.12363475573565146,0.11554231905619008,104623
Optimism,2022-02-24,ETH,51.842226544,0.003133140538679823,0.001,0.001,15.19822640387969,0.5735197131710543,0.04724720522396086,0.0032881832109556445,59789
Polygon PoS,2022-02-24,POL,1111563.199234562,179.84900865949,52.624923754850315,29.076535539,97.83068415374308,0.015828835979498974,0.004619586062199583,0.002559078392087657,2896356
Arbitrum One,2022-02-25,ETH,0.720838252,0.6380203966630674,0.6220877633298232,0.585319854,0.12493389250119696,0.11058010785236162,0.10793392323023539,0.10144618090890699,78520
Optimism,2022-02-25,ETH,61.780814908,0.004106171309272672,0.001,0.001,13.622159278023403,0.5543898510647873,0.041149479781220875,0.002975161182910671,39218
Polygon PoS,2022-02-25,POL,15332571.808972266,108.12726253178039,42.60821905512259,29.140000003,1471.878979374436,0.010379879305355744,0.004079759486285094,0.002797348937787994,2527755
Arbitrum One,2022-02-26,ETH,0.616072514,0.5583394559787144,0.5501361586712904,0.520309059,0.11183167953179485,0.10135176897528698,0.09983485067491166,0.09444835570699997,78647
Optimism,2022-02-26,ETH,6.0,0.004053172569639637,0.001,0.001,10.312212388826692,0.21340282997088714,0.027194988787996893,0.0022443604492517746,25848
Polygon PoS,2022-02-26,POL,870726.3975807,85.8620673769318,45.76788837454575,29.614230913,87.27762326416628,0.00860642009938824,0.004567069757233202,0.0029683947748274063,2149740
Arbitrum One,2022-02-27,ETH,0.557662248,0.483057199062645,0.47175805076994143,0.438372172,0.09909677626412154,0.0858394330079892,0.08381390142186991,0.0778988880902352,86783
Optimism,2022-02-27,ETH,20.0,0.004716451026136389,0.001,0.001,11.22297448365442,0.26011846488772783,0.07640316839577875,0.002462167896788605,30878
Polygon PoS,2022-02-27,POL,801603.257716785,91.89702740546858,48.41039996483525,3e-07,77.91931583087771,0.00893278992243739,0.0047294541539347704,2.9161302083333375e-11,2547126
Arbitrum One,2022-02-28,ETH,0.565704163,0.4743699634793547,0.46330643802476507,0.446208544,0.09952818656871264,0.08345913874381244,0.08147768899520798,0.07850450839935856,78125
Optimism,2022-02-28,ETH,64.0,0.0064810205981403485,0.001,0.001,22.544244309302275,0.34802526975040304,0.09278856664836549,0.008087978204036955,39959
Polygon PoS,2022-02-28,POL,718817.019416962,89.01514744501445,44.65713471749149,2.000000019,69.9483836665562,0.008662101087519202,0.004349886640510165,0.00019462083518223178,2805638
Arbitrum One,2022-03-01,ETH,0.624521441,0.5936714841431773,0.5958542364039102,0.560568405,0.11929201380170945,0.11339925618355602,0.113929271183762,0.10707612183656355,75338
Optimism,2022-03-01,ETH,40.0,0.006010336409473297,0.001,0.001,7.790444736557854,0.32467958734855096,0.0914655762198085,0.014270695028228489,31465
Polygon PoS,2022-03-01,POL,1650000.0,87.94351312955271,41.20621785968331,2.99e-07,172.3261718750004,0.009184829672031445,0.004298744252701553,3.1227591145833406e-11,3133642
Arbitrum One,2022-03-02,ETH,0.606527682,0.5658162121865776,0.5657897117744927,0.524854718,0.11714147124850235,0.10927867848214678,0.1092368249906401,0.10136759736258467,117089
Optimism,2022-03-02,ETH,155.000000001,0.009482752466356957,0.001,0.001,30.874358635253085,0.29100688498773436,0.08981511700936536,0.010093438119245093,31915
Polygon PoS,2022-03-02,POL,791569.342246949,91.4240208248653,43.3697399149756,29.595668279,84.39737063578906,0.009747657670353495,0.004620470068077432,0.003155499400553314,2891338
