network,date,fee_token,gwei_high,gwei_avg,gwei_median,gwei_low,cost_usd_high,cost_usd_avg,cost_usd_median,cost_usd_low,tx_count
Base,2025-08-10,ETH,1511.235260661,0.031131378028660887,0.00346067204201639,0.000228172,414.94835929112475,0.008558939550770134,0.0009627008192114653,6.310347143410829e-05,8336123
Optimism,2025-08-10,ETH,163.407143147,0.03544977987488636,0.0010004273231785283,3.63e-07,44.86762037709278,0.009765497964198127,0.00030506757182941115,1.6224332183860537e-07,1601092
Polygon PoS,2025-08-10,POL,471011.123335905,56.943605170307286,31.321246450235584,25.000000079,7.458522500306512,0.0009017094063581666,0.0004961559478425932,0.0003958782581954197,3715808
zkSync Era,2025-08-10,ETH,6.5,0.06682667694648953,0.04525,0.04525,1.7847415173611114,0.01834897612518704,0.01242454671701389,0.012424546717013887,54214
Arbitrum One,2025-08-11,ETH,0.206755,0.01963832347750952,0.010363851070445422,0.01,0.057379253901858523,0.00545008512017972,0.002847132565799477,0.002775229324652778,3059072
Base,2025-08-11,ETH,1201.779043707,0.046553903161567094,0.008187401226719418,0.000317817,333.5212516239078,0.012939113536352156,0.0022793955811590415,8.846230289253926e-05,8577682
Optimism,2025-08-11,ETH,96.295438564,0.021763295036244915,0.0009144319028102332,3.49e-07,26.724205535746062,0.006076354018994763,0.0002825312070262783,1.6789825609879415e-07,1076807
Polygon PoS,2025-08-11,POL,1429047.413444022,65.56562584318061,31.283404753121307,25.00000009,22.424495976090803,0.00102885047693895,0.0004915773351736452,0.00039229797146435595,4001691
zkSync Era,2025-08-11,ETH,6.5,0.06371473251014835,0.04525,0.04525,1.8038990610243062,0.017682299407462822,0.012557912694053824,0.01255791269405382,59199
Arbitrum One,2025-08-12,ETH,0.516779,0.02911690464757214,0.01003263237619299,0.01,0.14729437579742488,0.008299014269574967,0.002858910730138721,0.0028502391892361112,2820075
Base,2025-08-12,ETH,2206.64304615,0.04606455133630562,0.009886877236705205,0.000707296,628.9460520348964,0.013162977590896548,0.0028296978675837496,0.00020165777045315955,8245088
Optimism,2025-08-12,ETH,330.253446607,0.02334457766823761,0.0009916337665113902,3.41e-07,94.13014061647277,0.006724748272298108,0.0003138635029829138,1.7132757872073874e-07,1064525
Polygon PoS,2025-08-12,POL,299833.333333333,62.37130565297283,32.223293210222195,25.000000088,4.680117926701384,0.000973557751078098,0.0005020323170295687,0.0003902266211652644,3938514
zkSync Era,2025-08-12,ETH,6.5,0.05858092279044792,0.04525,0.04525,1.8526554730034723,0.016696964187878815,0.012897332331293402,0.012897332331293398,59045
