Date,Price,Open,High,Low,Vol.,Change %
12/16/2005,1.6189,1.65,1.65,1.65,0.03K,-3.64%
12/19/2005,1.5752,1.5752,1.5752,1.5752,,-2.70%
12/20/2005,1.5588,1.5588,1.5588,1.5588,,-1.04%
12/21/2005,1.5764,1.5764,1.5764,1.5764,,1.13%
12/22/2005,1.5906,1.5906,1.5906,1.5906,0.01K,0.90%
12/23/2005,1.6005,1.6005,1.6005,1.6005,,0.62%
12/27/2005,1.5734,1.5734,1.5734,1.5734,,-1.69%
12/28/2005,1.6211,1.6211,1.6211,1.6211,,3.03%
12/29/2005,1.6824,1.6824,1.6824,1.6824,,3.78%
12/30/2005,1.74,1.74,1.74,1.74,,3.42%
1/3/2006,1.7862,1.7862,1.7862,1.7862,,2.66%
1/4/2006,1.8245,1.8245,1.8245,1.8245,,2.14%
1/5/2006,1.817,1.817,1.817,1.817,,-0.41%
1/6/2006,1.8455,1.8455,1.8455,1.8455,,1.57%
1/9/2006,1.7975,1.7975,1.7975,1.7975,,-2.60%
1/10/2006,1.78,1.78,1.78,1.78,,-0.97%
1/11/2006,1.7631,1.7631,1.7631,1.7631,,-0.95%
1/12/2006,1.7685,1.7685,1.7685,1.7685,,0.31%
1/13/2006,1.7711,1.7711,1.7711,1.7711,,0.15%
1/17/2006,1.84,1.84,1.84,1.84,,3.89%
1/18/2006,1.8,1.8,1.8,1.8,,-2.17%
1/19/2006,1.8,1.8,1.8,1.8,,0.00%
1/20/2006,1.83,1.83,1.83,1.83,,1.67%
1/23/2006,1.81,1.81,1.81,1.81,,-1.09%
1/24/2006,1.7744,1.7744,1.7744,1.7744,,-1.97%
1/25/2006,1.7046,1.7046,1.7046,1.7046,,-3.93%
1/26/2006,1.7243,1.7243,1.7243,1.7243,,1.16%
1/27/2006,1.7714,1.7714,1.7714,1.7714,,2.73%
1/30/2006,1.8049,1.8049,1.8049,1.8049,0.05K,1.89%
1/31/2006,1.7558,1.7558,1.7558,1.7558,,-2.72%
2/1/2006,1.7435,1.7435,1.7435,1.7435,0.03K,-0.70%
2/2/2006,1.6893,1.6893,1.6893,1.6893,,-3.11%
2/3/2006,1.7017,1.7017,1.7017,1.7017,,0.73%
2/6/2006,1.6622,1.6622,1.6622,1.6622,,-2.32%
2/7/2006,1.614,1.614,1.614,1.614,,-2.90%
2/8/2006,1.5831,1.5831,1.5831,1.5831,,-1.91%
2/9/2006,1.5801,1.5801,1.5801,1.5801,,-0.19%
2/10/2006,1.5105,1.5105,1.5105,1.5105,,-4.40%
2/13/2006,1.478,1.478,1.478,1.478,0.05K,-2.15%
2/14/2006,1.4461,1.4461,1.4461,1.4461,,-2.16%
2/15/2006,1.431,1.431,1.431,1.431,,-1.04%
2/16/2006,1.4883,1.4883,1.4883,1.4883,,4.00%
2/17/2006,1.5287,1.5287,1.5287,1.5287,,2.71%
2/21/2006,1.5307,1.5307,1.5307,1.5307,,0.13%
2/22/2006,1.4979,1.4979,1.4979,1.4979,0.20K,-2.14%
2/23/2006,1.5201,1.5201,1.5201,1.5201,,1.48%
2/24/2006,1.5597,1.5597,1.5597,1.5597,,2.61%
2/27/2006,1.487,1.487,1.487,1.487,,-4.66%
2/28/2006,1.5443,1.5443,1.5443,1.5443,,3.85%
3/1/2006,1.7999,1.7999,1.7999,1.7999,0.92K,16.55%
3/2/2006,1.8625,1.8625,1.8625,1.8625,0.21K,3.48%
3/3/2006,1.8981,1.8981,1.8981,1.8981,0.26K,1.91%
3/6/2006,1.841,1.841,1.841,1.841,0.63K,-3.01%
3/7/2006,1.8535,1.805,1.805,1.805,0.78K,0.68%
3/8/2006,1.8323,1.8323,1.8323,1.8323,0.83K,-1.14%
3/9/2006,1.84,1.84,1.84,1.84,0.20K,0.42%
3/10/2006,1.8185,1.8185,1.8185,1.8185,0.48K,-1.17%
3/13/2006,1.87,1.87,1.87,1.87,,2.83%
3/14/2006,1.9489,1.9275,1.9275,1.9275,0.79K,4.22%
3/15/2006,1.9105,1.9105,1.9105,1.9105,0.04K,-1.97%
3/16/2006,1.949,1.949,1.949,1.949,0.08K,2.02%
3/17/2006,1.9325,1.9325,1.9325,1.9325,0.10K,-0.85%
3/20/2006,1.8748,1.8748,1.8748,1.8748,0.25K,-2.99%
3/21/2006,1.8975,1.8975,1.8975,1.8975,0.14K,1.21%
3/22/2006,1.848,1.848,1.848,1.848,0.05K,-2.61%
3/23/2006,1.915,1.885,1.885,1.885,0.97K,3.63%
3/24/2006,1.9575,1.9575,1.9575,1.9575,0.13K,2.22%
3/27/2006,1.972,1.972,1.972,1.972,0.47K,0.74%
3/28/2006,2.0385,2.0385,2.0385,2.0385,0.54K,3.37%
3/29/2006,2.0755,2.035,2.035,2.035,0.39K,1.82%
3/30/2006,2.0805,2.075,2.075,2.07,0.49K,0.24%
3/31/2006,2.0645,2.0645,2.0645,2.0645,0.88K,-0.77%
4/3/2006,2.0512,2.07,2.07,2.05,0.79K,-0.64%
4/4/2006,2.0625,2.0625,2.0625,2.0625,0.90K,0.55%
4/5/2006,2.106,2.106,2.106,2.106,1.23K,2.11%
4/6/2006,2.1439,2.106,2.145,2.106,0.75K,1.80%
4/7/2006,2.1251,2.117,2.117,2.095,1.20K,-0.88%
4/10/2006,2.1514,2.1514,2.1514,2.1514,0.59K,1.24%
4/11/2006,2.1921,2.1757,2.1765,2.135,1.02K,1.89%
4/12/2006,2.2155,2.185,2.22,2.185,1.23K,1.07%
4/13/2006,2.2297,2.2297,2.2297,2.2297,,0.64%
4/17/2006,2.2847,2.2275,2.2425,2.2275,1.18K,2.47%
4/18/2006,2.3214,2.28,2.295,2.28,1.16K,1.61%
4/19/2006,2.3469,2.325,2.325,2.295,1.11K,1.10%
4/20/2006,2.322,2.322,2.322,2.322,2.16K,-1.06%
4/21/2006,2.3595,2.365,2.365,2.35,1.58K,1.61%
4/24/2006,2.304,2.335,2.335,2.3225,1.41K,-2.35%
4/25/2006,2.245,2.28,2.285,2.23,2.22K,-2.56%
4/26/2006,2.251,2.25,2.255,2.2275,1.91K,0.27%
4/27/2006,2.1669,2.21,2.21,2.16,2.51K,-3.74%
4/28/2006,2.21,2.1672,2.24,2.1672,2.74K,1.99%
5/1/2006,2.2756,2.194,2.2775,2.188,1.84K,2.97%
5/2/2006,2.325,2.2744,2.325,2.2675,2.05K,2.17%
5/3/2006,2.2825,2.323,2.3325,2.28,3.16K,-1.83%
5/4/2006,2.1736,2.2825,2.2825,2.165,1.40K,-4.77%
5/5/2006,2.2673,2.1736,2.27,2.1736,2.78K,4.31%
5/8/2006,2.2486,2.265,2.265,2.2,2.48K,-0.82%
5/9/2006,2.351,2.277,2.355,2.25,3.52K,4.55%
5/10/2006,2.4594,2.32,2.47,2.32,3.12K,4.61%
5/11/2006,2.4895,2.4781,2.505,2.415,4.26K,1.22%
5/12/2006,2.4256,2.4849,2.4849,2.42,3.10K,-2.57%
5/15/2006,2.268,2.407,2.407,2.2625,3.10K,-6.50%
5/16/2006,2.2258,2.2505,2.2785,2.2175,2.84K,-1.86%
5/17/2006,2.16,2.225,2.2317,2.155,3.21K,-2.96%
5/18/2006,2.175,2.1515,2.175,2.14,2.68K,0.69%
5/19/2006,2.185,2.156,2.185,2.115,2.45K,0.46%
5/22/2006,2.1722,2.175,2.18,2.14,2.55K,-0.59%
5/23/2006,2.25,2.19,2.2525,2.19,2.54K,3.58%
5/24/2006,2.1567,2.225,2.225,2.1625,1.74K,-4.15%
5/25/2006,2.24,2.1475,2.24,2.1475,3.35K,3.86%
5/26/2006,2.31,2.2365,2.31,2.225,0.06K,3.12%
5/30/2006,2.3347,2.31,2.365,2.31,5.23K,1.07%
5/31/2006,2.2873,2.32,2.32,2.25,4.02K,-2.03%
6/1/2006,2.2746,2.25,2.3425,2.2375,3.62K,-0.56%
6/2/2006,2.3625,2.295,2.365,2.295,3.13K,3.86%
6/5/2006,2.3367,2.39,2.3926,2.335,2.07K,-1.09%
6/6/2006,2.3464,2.3505,2.3505,2.305,4.16K,0.42%
6/7/2006,2.2625,2.3464,2.3465,2.255,7.71K,-3.58%
6/8/2006,2.2787,2.2625,2.29,2.2175,5.62K,0.72%
6/9/2006,2.3053,2.28,2.3125,2.26,6.24K,1.17%
6/12/2006,2.2599,2.305,2.305,2.255,3.98K,-1.97%
6/13/2006,2.171,2.255,2.2555,2.17,5.96K,-3.93%
6/14/2006,2.1822,2.1775,2.19,2.155,2.76K,0.52%
6/15/2006,2.2019,2.1822,2.225,2.1822,3.06K,0.90%
6/16/2006,2.2048,2.1921,2.21,2.15,4.15K,0.13%
6/19/2006,2.1637,2.195,2.195,2.145,1.98K,-1.86%
6/20/2006,2.1668,2.158,2.18,2.15,2.44K,0.14%
6/21/2006,2.2302,2.155,2.2375,2.155,1.72K,2.93%
6/22/2006,2.2752,2.2225,2.2775,2.2125,3.09K,2.02%
6/23/2006,2.2947,2.28,2.3,2.26,2.46K,0.86%
6/26/2006,2.3433,2.2947,2.345,2.283,3.36K,2.12%
6/27/2006,2.3289,2.345,2.35,2.325,2.43K,-0.61%
6/28/2006,2.3185,2.295,2.325,2.28,2.38K,-0.45%
6/29/2006,2.3665,2.335,2.39,2.335,6.04K,2.07%
6/30/2006,2.3931,2.365,2.42,2.345,2.21K,1.12%
7/5/2006,2.4142,2.3845,2.445,2.379,2.87K,0.88%
7/6/2006,2.4055,2.4324,2.4324,2.36,3.45K,-0.36%
7/7/2006,2.3876,2.39,2.4125,2.375,3.35K,-0.74%
7/10/2006,2.3049,2.375,2.375,2.3,5.13K,-3.46%
7/11/2006,2.3122,2.2975,2.33,2.288,4.53K,0.32%
7/12/2006,2.3675,2.31,2.38,2.31,6.88K,2.39%
7/13/2006,2.3856,2.358,2.405,2.358,5.95K,0.76%
7/14/2006,2.4308,2.395,2.435,2.395,5.10K,1.89%
7/17/2006,2.399,2.4212,2.4408,2.399,4.03K,-1.31%
7/18/2006,2.3669,2.3939,2.44,2.3625,2.81K,-1.34%
7/19/2006,2.3327,2.3715,2.3821,2.3,4.87K,-1.44%
7/20/2006,2.3586,2.3375,2.375,2.3327,3.19K,1.11%
7/21/2006,2.4246,2.358,2.43,2.358,0.02K,2.80%
7/24/2006,2.4193,2.425,2.4425,2.4,4.04K,-0.22%
7/25/2006,2.39,2.425,2.442,2.365,5.28K,-1.21%
7/26/2006,2.375,2.385,2.395,2.355,4.44K,-0.63%
7/27/2006,2.3529,2.369,2.385,2.34,7.52K,-0.93%
7/28/2006,2.338,2.3525,2.3525,2.285,5.38K,-0.63%
7/31/2006,2.3496,2.319,2.36,2.31,2.89K,0.50%
8/1/2006,2.3724,2.315,2.38,2.31,4.60K,0.97%
8/2/2006,2.4124,2.3724,2.425,2.3724,5.04K,1.69%
8/3/2006,2.3654,2.4205,2.4275,2.33,5.03K,-1.95%
8/4/2006,2.3205,2.3525,2.3567,2.29,5.93K,-1.90%
8/7/2006,2.32,2.3125,2.35,2.31,8.15K,-0.02%
8/8/2006,2.272,2.324,2.325,2.26,6.00K,-2.07%
8/9/2006,2.1987,2.27,2.28,2.195,10.63K,-3.23%
8/10/2006,2.0678,2.203,2.203,2.06,8.63K,-5.95%
8/11/2006,2.1324,2.09,2.14,2.07,7.43K,3.12%
8/14/2006,2.0498,2.093,2.093,2.02,7.06K,-3.87%
8/15/2006,2.0692,2.045,2.09,2.045,6.87K,0.95%
8/16/2006,2.0258,2.065,2.08,2.02,5.32K,-2.10%
8/17/2006,1.965,2.015,2.0207,1.9525,5.02K,-3.00%
8/18/2006,2.0052,1.9835,2.01,1.96,4.59K,2.05%
8/21/2006,1.9783,1.999,2.0151,1.9575,4.09K,-1.34%
8/22/2006,1.9807,1.9783,1.99,1.95,3.85K,0.12%
8/23/2006,1.8855,1.9565,1.9565,1.86,4.36K,-4.81%
8/24/2006,1.8608,1.874,1.8925,1.85,6.25K,-1.31%
8/25/2006,1.9058,1.895,1.915,1.89,5.50K,2.42%
8/28/2006,1.8283,1.8746,1.88,1.795,2.83K,-4.07%
8/29/2006,1.825,1.81,1.825,1.78,3.85K,-0.18%
8/30/2006,1.8335,1.8249,1.84,1.7925,5.22K,0.47%
8/31/2006,1.8207,1.85,1.85,1.74,4.66K,-0.70%
9/1/2006,1.7842,1.805,1.805,1.7675,7.73K,-2.00%
9/5/2006,1.6826,1.775,1.775,1.67,6.59K,-5.69%
9/6/2006,1.679,1.7021,1.7175,1.675,8.27K,-0.21%
9/7/2006,1.6841,1.694,1.694,1.67,6.79K,0.30%
9/8/2006,1.6423,1.6841,1.688,1.635,8.63K,-2.48%
9/11/2006,1.6215,1.6525,1.675,1.6125,7.36K,-1.27%
9/12/2006,1.6083,1.634,1.6516,1.59,10.02K,-0.81%
9/13/2006,1.6005,1.604,1.627,1.59,8.08K,-0.48%
9/14/2006,1.6016,1.611,1.62,1.585,10.66K,0.07%
9/15/2006,1.6371,1.6345,1.64,1.5875,7.48K,2.22%
9/18/2006,1.6266,1.637,1.655,1.5923,9.68K,-0.64%
9/19/2006,1.5483,1.6225,1.63,1.52,10.11K,-4.81%
9/20/2006,1.4929,1.5483,1.5483,1.49,8.34K,-3.58%
9/21/2006,1.5338,1.51,1.5385,1.485,8.04K,2.74%
9/22/2006,1.5199,1.536,1.55,1.505,7.47K,-0.91%
9/25/2006,1.5008,1.51,1.55,1.48,9.71K,-1.26%
9/26/2006,1.5262,1.5063,1.5382,1.5025,9.49K,1.69%
9/27/2006,1.5633,1.5225,1.57,1.48,11.02K,2.43%
9/28/2006,1.5602,1.552,1.585,1.54,11.18K,-0.20%
9/29/2006,1.5632,1.555,1.59,1.5325,4.18K,0.19%
10/2/2006,1.5425,1.597,1.597,1.535,10.85K,-1.32%
10/3/2006,1.4981,1.545,1.546,1.485,10.27K,-2.88%
10/4/2006,1.5346,1.492,1.54,1.48,9.23K,2.44%
10/5/2006,1.5472,1.544,1.5725,1.52,10.23K,0.82%
10/6/2006,1.5302,1.545,1.546,1.4937,13.53K,-1.10%
10/9/2006,1.5207,1.535,1.565,1.51,11.31K,-0.62%
10/10/2006,1.4867,1.51,1.5418,1.485,17.14K,-2.24%
10/11/2006,1.4787,1.493,1.515,1.47,14.42K,-0.54%
10/12/2006,1.4872,1.4755,1.5026,1.47,13.78K,0.57%
10/13/2006,1.5181,1.497,1.53,1.495,10.29K,2.08%
10/16/2006,1.5322,1.5215,1.5475,1.495,10.93K,0.93%
10/17/2006,1.5171,1.5404,1.55,1.4816,12.54K,-0.99%
10/18/2006,1.5003,1.535,1.55,1.4878,14.82K,-1.11%
10/19/2006,1.5328,1.5,1.548,1.49,10.16K,2.17%
10/20/2006,1.5094,1.53,1.535,1.4975,9.78K,-1.53%
10/23/2006,1.5044,1.51,1.51,1.475,15.73K,-0.33%
10/24/2006,1.5322,1.4995,1.545,1.4945,14.75K,1.85%
10/25/2006,1.5875,1.54,1.59,1.5314,13.90K,3.61%
10/26/2006,1.5422,1.589,1.5895,1.532,10.72K,-2.85%
10/27/2006,1.5563,1.5408,1.565,1.5275,10.80K,0.91%
10/30/2006,1.46,1.55,1.55,1.455,8.63K,-6.19%
10/31/2006,1.4466,1.4635,1.47,1.41,6.15K,-0.92%
11/1/2006,1.4948,1.4888,1.51,1.455,19.09K,3.33%
11/2/2006,1.4765,1.492,1.5,1.455,18.58K,-1.22%
11/3/2006,1.5257,1.4791,1.54,1.474,21.83K,3.33%
11/6/2006,1.5433,1.5272,1.565,1.511,19.12K,1.15%
11/7/2006,1.5356,1.54,1.55,1.5275,20.21K,-0.50%
11/8/2006,1.5777,1.54,1.589,1.534,23.64K,2.74%
11/9/2006,1.6052,1.58,1.62,1.58,21.41K,1.74%
11/10/2006,1.5656,1.6,1.6013,1.5548,17.55K,-2.47%
11/13/2006,1.5471,1.56,1.5675,1.525,20.11K,-1.18%
11/14/2006,1.5577,1.5465,1.5625,1.542,20.72K,0.69%
11/15/2006,1.5947,1.5645,1.6032,1.5558,19.06K,2.38%
11/16/2006,1.5411,1.5934,1.627,1.5245,20.80K,-3.36%
11/17/2006,1.5493,1.541,1.5525,1.5,16.68K,0.53%
11/20/2006,1.5605,1.544,1.5684,1.5324,16.36K,0.72%
11/21/2006,1.6427,1.5695,1.645,1.568,21.89K,5.27%
11/22/2006,1.5967,1.6395,1.64,1.58,17.76K,-2.80%
11/27/2006,1.5975,1.6,1.6125,1.582,15.07K,0.05%
11/28/2006,1.6371,1.6015,1.645,1.599,17.12K,2.48%
11/29/2006,1.7084,1.6371,1.71,1.637,16.97K,4.36%
11/30/2006,1.7024,1.7,1.715,1.675,7.91K,-0.35%
12/1/2006,1.7021,1.695,1.71,1.6775,20.59K,-0.02%
12/4/2006,1.6631,1.7179,1.7179,1.651,21.79K,-2.29%
12/5/2006,1.6439,1.6631,1.6875,1.6075,32.40K,-1.15%
12/6/2006,1.6213,1.6425,1.6471,1.615,26.42K,-1.37%
12/7/2006,1.6232,1.625,1.6351,1.605,25.00K,0.12%
12/8/2006,1.6171,1.627,1.67,1.61,24.10K,-0.38%
12/11/2006,1.5958,1.6171,1.631,1.5925,24.55K,-1.32%
12/12/2006,1.597,1.599,1.6195,1.5825,27.77K,0.08%
12/13/2006,1.6221,1.598,1.6325,1.595,27.02K,1.57%
12/14/2006,1.6701,1.625,1.68,1.625,30.05K,2.96%
12/15/2006,1.7039,1.674,1.7093,1.67,26.86K,2.02%
12/18/2006,1.6749,1.7055,1.71,1.672,22.87K,-1.70%
12/19/2006,1.7106,1.6726,1.73,1.6545,25.06K,2.13%
12/20/2006,1.693,1.7076,1.716,1.6809,22.64K,-1.03%
12/21/2006,1.6489,1.69,1.692,1.64,23.58K,-2.60%
12/22/2006,1.6309,1.6527,1.67,1.6275,12.39K,-1.09%
12/26/2006,1.5716,1.641,1.641,1.565,13.54K,-3.64%
12/27/2006,1.5889,1.5729,1.617,1.5592,19.04K,1.10%
12/28/2006,1.598,1.5935,1.6075,1.5725,16.07K,0.57%
12/29/2006,1.6021,1.59,1.62,1.58,8.33K,0.26%
1/2/2007,1.6163,1.611,1.63,1.6043,2.51K,0.89%
1/3/2007,1.5489,1.6165,1.6165,1.5402,29.50K,-4.17%
1/4/2007,1.487,1.5515,1.559,1.4823,30.39K,-4.00%
1/5/2007,1.4931,1.4841,1.4971,1.46,31.46K,0.41%
1/8/2007,1.4685,1.5072,1.5185,1.453,31.49K,-1.65%
1/9/2007,1.4696,1.478,1.49,1.4301,36.62K,0.07%
1/10/2007,1.4292,1.4704,1.4718,1.42,31.38K,-2.75%
1/11/2007,1.3905,1.4241,1.4585,1.385,29.61K,-2.71%
1/12/2007,1.432,1.3935,1.44,1.39,27.35K,2.98%
1/16/2007,1.3693,1.432,1.4386,1.36,32.28K,-4.38%
1/17/2007,1.3786,1.3645,1.3849,1.3435,31.48K,0.68%
1/18/2007,1.3553,1.3884,1.395,1.3351,26.98K,-1.69%
1/19/2007,1.398,1.3525,1.401,1.35,23.59K,3.15%
1/22/2007,1.3754,1.4,1.4333,1.371,21.15K,-1.62%
1/23/2007,1.4473,1.3836,1.45,1.3755,24.61K,5.23%
1/24/2007,1.4616,1.4475,1.469,1.41,18.80K,0.99%
1/25/2007,1.4441,1.467,1.5005,1.431,21.50K,-1.20%
1/26/2007,1.4834,1.448,1.485,1.448,16.13K,2.72%
1/29/2007,1.441,1.484,1.4925,1.4385,12.61K,-2.86%
1/30/2007,1.5213,1.4368,1.525,1.4368,13.28K,5.57%
1/31/2007,1.5009,1.519,1.53,1.48,3.47K,-1.34%
2/1/2007,1.5253,1.547,1.56,1.51,25.24K,1.63%
2/2/2007,1.5729,1.524,1.577,1.52,27.75K,3.12%
2/5/2007,1.5599,1.5746,1.5924,1.55,25.32K,-0.83%
2/6/2007,1.5725,1.5635,1.589,1.5596,27.37K,0.81%
2/7/2007,1.5415,1.5768,1.5946,1.5275,35.54K,-1.97%
2/8/2007,1.5933,1.546,1.6,1.5333,33.66K,3.36%
2/9/2007,1.6148,1.5976,1.6325,1.5814,31.66K,1.35%
2/12/2007,1.5527,1.605,1.605,1.5442,32.83K,-3.85%
2/13/2007,1.6091,1.5516,1.6175,1.5514,34.97K,3.63%
2/14/2007,1.6162,1.6097,1.6435,1.5845,28.08K,0.44%
2/15/2007,1.5972,1.6187,1.6304,1.5618,32.86K,-1.18%
2/16/2007,1.6453,1.597,1.655,1.585,35.07K,3.01%
2/20/2007,1.6491,1.65,1.665,1.6075,28.30K,0.23%
2/21/2007,1.7047,1.6525,1.715,1.64,25.66K,3.37%
2/22/2007,1.7548,1.702,1.76,1.698,26.05K,2.94%
2/23/2007,1.7631,1.75,1.779,1.73,20.15K,0.47%
2/26/2007,1.7777,1.7555,1.786,1.75,17.90K,0.83%
2/27/2007,1.8161,1.78,1.827,1.7575,24.08K,2.16%
2/28/2007,1.8476,1.785,1.87,1.7825,10.91K,1.73%
3/1/2007,1.9101,1.865,1.917,1.86,42.02K,3.38%
3/2/2007,1.9018,1.9025,1.94,1.8852,42.47K,-0.43%
3/5/2007,1.8447,1.8873,1.8879,1.84,42.64K,-3.00%
3/6/2007,1.8533,1.838,1.862,1.815,47.44K,0.47%
3/7/2007,1.8955,1.854,1.9,1.8539,41.48K,2.28%
3/8/2007,1.9261,1.8935,1.935,1.8923,44.27K,1.61%
3/9/2007,1.9021,1.9265,1.945,1.895,41.09K,-1.25%
3/12/2007,1.9105,1.8941,1.93,1.8646,43.60K,0.44%
3/13/2007,1.9318,1.914,1.955,1.913,46.42K,1.11%
3/14/2007,1.9283,1.9358,1.9429,1.9,41.20K,-0.18%
3/15/2007,1.8816,1.92,1.9285,1.877,39.29K,-2.42%
3/16/2007,1.9071,1.879,1.9384,1.865,35.95K,1.36%
3/19/2007,1.9581,1.905,1.974,1.903,34.47K,2.67%
3/20/2007,1.9421,1.9615,1.985,1.9375,36.50K,-0.82%
3/21/2007,1.9349,1.95,1.9686,1.923,20.00K,-0.37%
3/22/2007,1.9575,1.9407,1.965,1.93,20.49K,1.17%
3/23/2007,1.9983,1.9615,2.02,1.9478,24.98K,2.08%
3/26/2007,2.0677,1.9915,2.072,1.9915,18.36K,3.47%
3/27/2007,2.073,2.065,2.1,2.0332,24.18K,0.26%
3/28/2007,2.0572,2.0965,2.1143,2.052,15.69K,-0.76%
3/29/2007,2.1355,2.0572,2.1435,2.0473,16.43K,3.81%
3/30/2007,2.1115,2.137,2.1488,2.0975,7.42K,-1.12%
4/2/2007,2.0428,2.0535,2.071,2.0342,27.89K,-3.25%
4/3/2007,2.0177,2.0361,2.043,1.9857,38.91K,-1.23%
4/4/2007,2.1054,2.015,2.11,1.9989,60.04K,4.35%
4/5/2007,2.1288,2.11,2.133,2.0925,45.76K,1.11%
4/9/2007,2.0946,2.1239,2.1555,2.0846,46.37K,-1.61%
4/10/2007,2.123,2.0986,2.132,2.097,40.11K,1.36%
4/11/2007,2.1587,2.1328,2.17,2.1274,45.23K,1.68%
4/12/2007,2.1918,2.1518,2.1965,2.1371,42.31K,1.53%
4/13/2007,2.1797,2.1949,2.2134,2.1701,48.13K,-0.55%
4/16/2007,2.1157,2.173,2.189,2.11,48.41K,-2.94%
4/17/2007,2.0558,2.116,2.1467,2.05,52.38K,-2.83%
4/18/2007,2.0833,2.0555,2.0875,1.982,53.96K,1.34%
4/19/2007,2.0888,2.0809,2.102,2.06,35.64K,0.26%
4/20/2007,2.1374,2.0841,2.14,2.0815,25.89K,2.33%
4/23/2007,2.1907,2.135,2.2058,2.13,26.90K,2.49%
4/24/2007,2.2089,2.2025,2.2449,2.1689,33.33K,0.83%
4/25/2007,2.2826,2.2189,2.285,2.207,28.81K,3.34%
4/26/2007,2.2903,2.2837,2.32,2.26,31.45K,0.34%
4/27/2007,2.3613,2.3009,2.365,2.2685,27.73K,3.10%
4/30/2007,2.4405,2.3615,2.455,2.3565,18.00K,3.35%
5/1/2007,2.2447,2.257,2.295,2.23,47.31K,-8.02%
5/2/2007,2.2326,2.2475,2.249,2.19,61.05K,-0.54%
5/3/2007,2.2476,2.2251,2.2568,2.1969,48.55K,0.67%
5/4/2007,2.2164,2.251,2.2905,2.197,51.64K,-1.39%
5/7/2007,2.1896,2.2135,2.2215,2.1483,57.96K,-1.21%
5/8/2007,2.2045,2.1945,2.2075,2.1566,48.22K,0.68%
5/9/2007,2.2309,2.202,2.246,2.175,52.79K,1.20%
5/10/2007,2.3261,2.2445,2.33,2.2445,51.18K,4.27%
5/11/2007,2.3521,2.325,2.367,2.3121,49.04K,1.12%
5/14/2007,2.3012,2.3556,2.3744,2.2885,46.76K,-2.16%
5/15/2007,2.3016,2.2936,2.335,2.274,47.01K,0.02%
5/16/2007,2.337,2.3045,2.3547,2.2625,63.34K,1.54%
5/17/2007,2.4366,2.3546,2.44,2.3512,54.35K,4.26%
5/18/2007,2.4077,2.432,2.443,2.3995,43.69K,-1.19%
5/21/2007,2.4013,2.4098,2.4262,2.36,37.15K,-0.27%
5/22/2007,2.3063,2.3977,2.4025,2.3,46.19K,-3.96%
5/23/2007,2.3104,2.3063,2.3272,2.263,38.98K,0.18%
5/24/2007,2.3569,2.3015,2.368,2.298,28.71K,2.01%
5/25/2007,2.4037,2.359,2.406,2.359,25.72K,1.99%
5/29/2007,2.2979,2.408,2.4225,2.288,41.50K,-4.40%
5/30/2007,2.2725,2.2986,2.3045,2.2421,26.50K,-1.11%
5/31/2007,2.2512,2.2605,2.2794,2.1915,19.23K,-0.94%
6/1/2007,2.2446,2.2125,2.27,2.195,41.22K,-0.29%
6/4/2007,2.238,2.242,2.2646,2.224,38.92K,-0.29%
6/5/2007,2.2073,2.232,2.2346,2.185,55.40K,-1.37%
6/6/2007,2.1904,2.212,2.223,2.1615,49.74K,-0.77%
6/7/2007,2.1927,2.1874,2.23,2.1801,45.89K,0.11%
6/8/2007,2.1271,2.1812,2.1858,2.105,49.34K,-2.99%
6/11/2007,2.1513,2.1326,2.161,2.1155,40.73K,1.14%
6/12/2007,2.135,2.1485,2.1605,2.113,42.41K,-0.76%
6/13/2007,2.1553,2.131,2.175,2.1016,57.60K,0.95%
6/14/2007,2.2247,2.15,2.2294,2.15,41.12K,3.22%
6/15/2007,2.2601,2.2275,2.2796,2.22,39.54K,1.59%
6/18/2007,2.2643,2.2619,2.28,2.225,31.89K,0.19%
6/19/2007,2.2346,2.26,2.2625,2.214,40.26K,-1.31%
6/20/2007,2.2281,2.2359,2.2359,2.17,39.45K,-0.29%
6/21/2007,2.2467,2.2254,2.2755,2.2032,35.11K,0.83%
6/22/2007,2.2866,2.2425,2.2904,2.23,29.28K,1.78%
6/25/2007,2.3025,2.281,2.325,2.2587,34.90K,0.70%
6/26/2007,2.2469,2.2945,2.295,2.237,32.22K,-2.41%
6/27/2007,2.2546,2.246,2.2783,2.2081,23.82K,0.34%
6/28/2007,2.2667,2.2547,2.2836,2.2547,26.32K,0.54%
6/29/2007,2.2942,2.2667,2.32,2.2619,17.74K,1.21%
7/2/2007,2.0716,2.0716,2.0716,2.0716,40.04K,-9.70%
7/3/2007,2.2644,2.2484,2.27,2.232,28.12K,9.31%
7/5/2007,2.0792,2.0792,2.0792,2.0792,40.46K,-8.18%
7/6/2007,2.091,2.091,2.091,2.091,26.57K,0.57%
7/9/2007,2.3446,2.3105,2.3489,2.302,49.70K,12.13%
7/10/2007,2.3694,2.3471,2.3836,2.3415,44.03K,1.06%
7/11/2007,2.3063,2.3575,2.3605,2.2938,48.16K,-2.66%
7/12/2007,2.2663,2.301,2.343,2.2441,60.16K,-1.73%
7/13/2007,2.2248,2.2725,2.283,2.2041,47.43K,-1.83%
7/16/2007,2.1262,2.235,2.2408,2.1225,56.33K,-4.43%
7/17/2007,2.1007,2.1465,2.1696,2.0788,54.46K,-1.20%
7/18/2007,2.1953,2.101,2.2,2.0981,46.91K,4.50%
