month,cost_usd_low,cost_usd_avg,cost_usd_median,cost_usd_high,daily_total_usd_low,monthly_total_usd_low,pct_of_payment_low,daily_total_usd_avg,monthly_total_usd_avg,pct_of_payment_avg,daily_total_usd_median,monthly_total_usd_median,pct_of_payment_median,daily_total_usd_high,monthly_total_usd_high,pct_of_payment_high,network,chain_type
2025-06,0.0014568587222222,0.004496108850022134,0.00163823360503465,0.4310843202294281,0.14568587222222,4.370576166666599,1.4568587222221998,0.44961088500221336,13.4883265500664,4.496108850022133,0.163823360503465,4.9147008151039495,1.6382336050346498,43.10843202294281,1293.2529606882842,431.0843202294281,Arbitrum One,L2
2025-07,0.0015917825624999,0.00439445274310789,0.0023462820432555,0.598567100473532,0.15917825624999002,4.775347687499701,1.5917825624999,0.43944527431078906,13.183358229323671,4.39445274310789,0.23462820432555,7.0388461297665,2.3462820432555,59.856710047353204,1795.701301420596,598.5671004735319,Arbitrum One,L2
2025-08,0.0022562236892361,0.006792782087429264,0.0028534631245162,1.2324264920483636,0.22562236892360998,6.7686710677083,2.2562236892360996,0.6792782087429264,20.378346262287792,6.792782087429264,0.28534631245162,8.5603893735486,2.8534631245162,123.24264920483637,3697.279476145091,1232.4264920483636,Arbitrum One,L2
2025-09,0.0025764949843749,0.00745733234567682,0.0028909943585069,2.9981884913275434,0.25764949843749,7.7294849531247,2.5764949843749,0.745733234567682,22.37199703703046,7.457332345676821,0.28909943585069,8.6729830755207,2.8909943585069,299.81884913275434,8994.56547398263,2998.1884913275435,Arbitrum One,L2
2025-10,0.0024719486684027,0.01030302212705173,0.0029230828893623,11.385209974264813,0.24719486684026998,7.415846005208099,2.4719486684026997,1.030302212705173,30.909066381155192,10.30302212705173,0.29230828893623,8.7692486680869,2.9230828893622998,1138.5209974264812,34155.62992279444,11385.209974264812,Arbitrum One,L2
2025-11,0.0017849561979166,0.007431974425366134,0.00225369237774285,1.9632987774191244,0.17849561979166,5.3548685937498,1.7849561979165998,0.7431974425366134,22.2959232760984,7.431974425366134,0.225369237774285,6.76107713322855,2.2536923777428495,196.32987774191244,5889.896332257374,1963.2987774191242,Arbitrum One,L2
2025-12,0.0018274435607638,0.0048345384557730645,0.0019854959583333,0.4062498869352218,0.18274435607638,5.4823306822914,1.8274435607637998,0.4834538455773064,14.503615367319192,4.834538455773065,0.19854959583333,5.9564878749999,1.9854959583333003,40.62498869352218,1218.7496608056654,406.24988693522175,Arbitrum One,L2
2026-01,0.0019386618107638,0.004050644093194077,0.0038547513432616,0.3625497149089111,0.19386618107638,5.8159854322914,1.9386618107638,0.40506440931940774,12.151932279582232,4.0506440931940775,0.38547513432616004,11.5642540297848,3.8547513432616,36.25497149089111,1087.6491447267333,362.5497149089111,Arbitrum One,L2
2026-02,0.0023920683402777,0.0029219506016054824,0.0025904628571809,0.09304213292725,0.23920683402777,7.1762050208331,2.3920683402777,0.29219506016054825,8.765851804816448,2.921950601605482,0.25904628571809,7.7713885715427,2.5904628571808996,9.304213292725,279.12639878175,93.04213292725,Arbitrum One,L2
2026-03,0.0025370287222222,0.0027693710049713645,0.002694101384594,0.0512589836624531,0.25370287222222004,7.611086166666602,2.5370287222222,0.27693710049713643,8.308113014914094,2.7693710049713642,0.2694101384594,8.082304153782,2.694101384594,5.12589836624531,153.7769509873593,51.2589836624531,Arbitrum One,L2
